# p1	seed64	light	dark	winner	reason	2-char-actions
p1	1DIcp	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0Q0m0l0k050l0g0L0Z0E010908070F080A0h0i0d03020G040H030B060C05
p1	1DIcq	rust-pathfinder-v0.1.0	lunatic-v0.1.0	D	P	0g0Z0S000Z01040203090B0I0J0K060A0H0G0D0H0O0J
p1	1DIcr	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	070m0g0L0M0N0O0E0M00010203010A040H0305060B05
p1	1DIcs	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	03010A0H0O0V0H0S050T020U0P0W040I0c0G0V0H0N0E0F08090M0L0G0P0J0B0F0I0j0m0X5L0Y2w020e
p1	1DIct	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0V0G0H0I030H0E0J000708090K08060D0C05040C
p1	1DIcu	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	04050B03010204000J010Q0X0C0A0I0H0P0W0d0O0k0W0e0V0X
p1	1DIcv	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0j0P0O0N030O0L0Q0005070E0F0G080M0R0F06040D0K0J0C0B0J
p1	1DIcw	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	070T0W000102060E0B040I010C0P0D0d0H0O0V0c050O0A090L0S0l0Q0K0R0Y0G0R1F0f1Y0e
p1	1DIcx	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0H0F030G0A0I0O0H0E0K0J0100070208050C0B040D0P0R0B0Q060105
p1	1DIcy	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0C0j050l0k0d0W0E0d0F0J0G0P000I
p1	1DIcz	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0O0J0H03020409010A02000D080G0F090G0N0M0G0T0L070E0a0F05080B060C05
p1	1DId-	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0J000C05060Q0I0P0G0B0D0R0X0L0Q0e0l0M0e
p1	1DId0	rust-pathfinder-v0.1.0	lunatic-v0.1.0	D	P	0F0C00070E08070M0L0S0Z0g0S0h0k0b0Y0a0d0T050B0F0G0409020A0J0D2V0I4K0K037CMhB5
p1	1DId1	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0I0b0d0A0B0C040B0700010D0E0208010309
p1	1DId2	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	030204000A0H0O0V0H0S0c0T0j0V0U0N0G0b0a0h0W010V
p1	1DId3	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0T0O0M070809010G080F0A0J0E0L0H0I0E0K000S0Z0g020H0307040E
p1	1DId4	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0e020l050403060D0K000D010J0Q0X040Q
p1	1DId5	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0f090D0K0R0Y0X0W060X0S0V000g070E0L0b0E020T0h010U030a
p1	1DId6	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0m0O0R0Y0f060805010F0M0T020F0Y04030A090G0N0M0S0B0L0E070Z0E0G0g0H25
p1	1DId7	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0J0K050I0C0J0Q0D0J0B0H0C0A09030A070001020801
p1	1DId8	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0f0N000L0M070m0D06080K0R020D0E09070T0F0O0K0Q0Y0D0R0J010P0I0B050J1k0113030J
p1	1DId9	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0Z03000E0F0G0I0F040B020H0C0D0A030C050A0O04060P090N0B010A0C030704
p1	1DIdA	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0K010002070E0L0S0E0T0Z0U0S0g0j0a0i0V0b0W0a
p1	1DIdB	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0F0l0h0M0T00010208010304090305060A05
p1	1DIdC	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0i0D00070E08070L090M0S0N0L0Z0g0O0Z
p1	1DIdD	lunatic-v0.1.0	rust-pathfinder-v0.1.0	L	P	0Y0K0E07000Z0a07080R0M0S0T0D0h0601020F
p1	1DIdE	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0j0U000S0T0704080B090C0A0J0Q030H0I0P0G0N0R0G0X0e0Q0O0l0W0e
p1	1DIdF	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0g0V0S0Z0a0Y0L0001020701030405030C060J05
p1	1DIdG	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0V0m0c0j090g020h0i0E0F0G0N0F0O0G0I0U0W0A0B03040b0a0T0P0b0a000b
p1	1DIdH	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0O0f0c0V0S0U000W070T0E0L050X0M0F0G0M010Y
p1	1DIdI	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0S0Q0R00020103080A0H090G0K0D0Y0J060C0D0f0m0F0f
p1	1DIdJ	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	080S0T0U010M0V0W0X0V050G0C0K0J0Q0P0O0R000P0I0D0N0J0K0Q0J020H030L
p1	1DIdK	rust-pathfinder-v0.1.0	lunatic-v0.1.0	D	P	0Y02030400010305070E0A0H0L060E0S0C0J0D0K0Z0F0S0g0T0h0a0i0d0j0l0c0C2A0Q0d190f
p1	1DIdL	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0M0D080E0F0G010F030H040P050J0I0B000I020C
p1	1DIdM	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0O030201050C02090G00090S040T030U0N0V0b0H0U0F0O0G0i0B0A080H
p1	1DIdN	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0A0b0c0d030c0Z0g0e09080Q0h0i010h0B0f0I0e
p1	1DIdO	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0h010203050C0209000701080F0M080A0T0a0G0M090N0T0B0a0M0U0D0N
p1	1DIdP	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0M0d0a0S0T0U010T03060A0V050W0C0e0f0m0l0k000l
p1	1DIdQ	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0a0N060L0T0M0F0O0M08010h0E070g080E0G0009070Z0S020Z
p1	1DIdR	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0M0B080E0F0G010F03060A070C0O050H0J0P0Q0R0X0Q
p1	1DIdS	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0E0G0507000L070F0S0H0L0Z0g0I0Z
p1	1DIdT	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0G0k0i0U0S02000E010308070F090L08040506040D0R0C0K0J0I0Q0J0A4n
p1	1DIdU	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0U080C00050J0Q0e0J0Z0X0a0l0b0e
p1	1DIdV	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0k0P0L06000E070N0E0O0S0a0Z0g0h0i0b0h0a0j0c0l0d0k0m0U0e0W0b0d050R0QOG0YIi0e0V0I0d0z6000Gj
p1	1DIdW	rust-pathfinder-v0.1.0	lunatic-v0.1.0	D	P	0l0U0N0G0D0E0F0S060T0M0V0L0W0Z0X080S0a0g0T0h0N0b0c0j0i0b0c010Z0b000R040d02030oBa0c0E0K3f0O4t0Y0f280R0e0bUH0P0c0d090b0Y0e2hE205Ma0RK9
p1	1DIdX	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0D0k0m0R0L0g0e0Q000P070E0F0W080a0G0h0N0T0U0V0b0U
p1	1DIdY	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0W0N0P0403020506030A0H000A0d080Z0g0a0h0b0C0c0I0e0k0f0d
p1	1DIdZ	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0P0d0Z0g0h0i000h030X0A0W0H0c0Y0m0I0j0Q0e010f
p1	1DId_	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0h0c0a080700090b0102080103040A0305060B05
p1	1DIda	rust-pathfinder-v0.1.0	lunatic-v0.1.0	D	P	0Q0Y0X0W0d0k0X0l000g0C0m0i0S0L0E070T0b0U090c030a0d0e0j0V0PC6
p1	1DIdb	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0E0k0g0S0T0U0V0T030L0A0N0O0M0H0b0c0j0i0G0a0I0b0H0J0K050J
p1	1DIdc	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0R0X0Y0f070S0m0T0f0K0D0J0K060I05000C0B0J0C0H04
p1	1DIdd	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0e0f050d0C0e0Z0g0h0A0S0i000h070c010b
p1	1DIde	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0M0S0T0U0Z0g0T0h000i0l0X0e0V0J0W0Q0Y0X0C050B0C
p1	1DIdf	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	000D070E0L0Z0a0b0E0a0c0P0M020N0U0V0G0T0h0U0N0O0d0Q0U0c0N0e0A0B0C04090B0J0H0I0P0d0I2a0c0I
p1	1DIdg	rust-pathfinder-v0.1.0	lunatic-v0.1.0	D	P	070I0E0005010L020g0306040B0A0C0J0Q0H0K0X0J0P0D0R090G0Q090A0W080F0S084l0Z6V08H60L0F17001n0e0G0O07010P052a023U
p1	1DIdh	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0C0d0e0f050e0Z0g0h0A0S0i000h070c010b
p1	1DIdi	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	020a0e07050C0J0Q0C0L0R0Y0H0K0I0M0E0N0P0O0V0P0O0B060D090C0G0c0j0I0c
p1	1DIdj	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0T0C080E0F0G010H0F0M0L0S0N0L090I0G02030O0U0N060J0D0K
p1	1DIdk	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0V0G000E070F0L0H0E0S0Z0I0S0g0U0a0b0J0a0h0i
p1	1DIdl	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0J00050C0B0P0D060Q0R0C040Q050O0302010902
p1	1DIdm	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0W0G0P0I0B0E0I04060d0Q0Z0C0a050b0k0c0d
p1	1DIdn	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0X0d0e0f050e0l0m0e0k0c0l0j0i0C0j0h0g0J0h
p1	1DIdo	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0U0E0N0G090F0G0H0A030G0206010A040D0B0008070C080b0i0Z0b
p1	1DIdp	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0i0A090802090G07090U0B0O0F0A0100090N0M0L0T0S0M080T0A0V04090U0H030T0A0U0905060C05
p1	1DIdq	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0O0A0G090207090803090H0N0P0A0G0B090F040M0U0T0V0a0j0c0b0i0h000i
p1	1DIdr	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	040I0E010007020J090H0G0K0N080U0A0b09
p1	1DIds	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0A0e0i0Z0b00020G090H0N030U010G0F020G080E0M0I0F
p1	1DIdt	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0P0D0B0C040A0I0B070001090E020801
p1	1DIdu	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0I090B0403020506030P0W0d0P0Z0A0a0k0b0d
p1	1DIdv	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0K0i0m0Y0S07080R0L0E0F0h0g0Z0a0b010a0G0V0W0O0U02030V0P0C0N09020M1_0O2w0X0c0j0W0D0k6d070c3a0e00Aa
p1	1DIdw	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0B0l0m00040I0P0W0I0S0Q0T0f0U0Y010R
p1	1DIdx	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0H0c0Z0g0h0i000h030d0e0Q0A0201040509080D0I0P0W0f0k020d0e0P0d0R0b
p1	1DIdy	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0c0B0A09030A0H0O0A0L0V0M0j0O0N0G0F080P000O
p1	1DIdz	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0m080D0K0R0X0Y0K0W0J04010B0C0I0A0P0B090702030G02
p1	1DIe-	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0b0h0i0j0e0g0i0201000V03010806040D050K070J0Q0X090Q0l0W0A0U
p1	1DIe0	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0S0g0G0i0h0a0Z00050C040B0J01030C090Q020L0N0c0T060a070M
p1	1DIe1	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	060M0R0K0D0e0f0Y0d0X0K0P0L0W0N0I000V0S0E070J0E0a0Z0g0h0i0b0h5z0j0a0c
p1	1DIe2	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0Y06040B0I0P0B0L050M0R0J0D0K000H0C0G0I0F0g0O0D0Q0K0f0m0J0f
p1	1DIe3	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0b0C090F0G0H02080701000G0N0T0G010E0U0I0V0S0L0W0P0Q0O0H0R0J0Q0M0F030M
p1	1DIe4	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0B0M0E0L0S0N0L00040109080203050A0C020J0Q0F0H0R0Y0K0I0W0P0f0d0Y0m090G0l310c3f0l2A4M040e
p1	1DIe5	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	020T0U0V090U0S0A0B0N0W0M040X0I0W0L0G000Y070E0F08010F
p1	1DIe6	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0S0D010708090B020308000A0H0O0A0G0F0L0E0M0L08070Z0g0N0Z
p1	1DIe7	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0e0B0C0D050C0J060C010A0I0H0l0k0L0m0I0Q0B0X0C03020P090O0A0008070F040E
p1	1DIe8	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0Y0Z0S0L0V0M0O0H0F080P0I0W0F0C0J0B050I0406010C0a0D0b0k0d0c0j0i000j
p1	1DIe9	lunatic-v0.1.0	rust-pathfinder-v0.1.0	L	P	040k0g0F0E07000G070S0L0Z0M0T0N0U0V08090W0N0M0b0G020H0I0C0B0A0O0B0D03060V0KOx1J010R1a0fAi4b
p1	1DIeA	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0b0X0U020100030401080F03080i0G0g090h0Y0j0f0k0m0Q0R0K0D0J0K06050C1j0I0C
p1	1DIeB	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0b0a0Z0M0L0S0N0T0U0V020U0W0X0Y0W060m0D0e000f
p1	1DIeC	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0d0j0k0l0a0g0k0401080F0M0I080B0P0W02000P0V0O090A0H0C0N0O070B0E0c0L0e052w0i060T4Y0h5p0Z020S
p1	1DIeD	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0Q010504030f0e0d0C0V0e0F0c0b0O0X0a0W0V0U0Y0V0m0d0J0f0T0e0N0G0M0S080T
p1	1DIeE	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0W0D03070A080G0F0H0M0O0N0U0T0d0V0X0k0m0U0l0P0I0e0f0P0Q000J01DZ
p1	1DIeF	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0V0J0H0I030G0A0K0H0O0F09080N0P0Q0M0P0T0L010M
p1	1DIeG	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0L0i0g0S0Z00020S0E0T0N0U0M0G0a080T0A010B0F0708
p1	1DIeH	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0Q0X0e0Y0X0W050X0S0V0002070g0E0L0M010F0h0N0b030U040a
p1	1DIeI	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0X0c0e05060D0K0l0m0D040R0P0B0I070B0f0d0k0T0W0Y0Q0O0f0d000W010Y020f
p1	1DIeJ	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0k0T0W0d0c070e0B0A090C0A080D050I0C0P0J000Q0K0O0J01020F01
p1	1DIeK	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0906020G0N0U0G0S0T0a0W0M0O0T000V0c0j0V0b0d0k0m0e0f0X0e
p1	1DIeL	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0Z06000L0M0N0O0M03080A0H0I0E0G0U0V0W0H0P0V0O0X0B0C0R0T0Q
p1	1DIeM	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	040d0W0P020N0O0c0V0b0j0H0c0E0A0F0H0003
p1	1DIeN	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0m0k060J0K0D0I05040C0B0A0J0Q0B05090301040A00020J0N0H0G0F0I0A0G080E090F0J08070U08
p1	1DIeO	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0m0l0b000i0201080H030504060D0K0R0D0J0Y0f0R0X0W070X0S0V0920
p1	1DIeP	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0e0L0Q0X0W0V0Y0W050O0C0m0l0f0I0U010T000P020S030R040Q
p1	1DIeQ	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0J0m0k00030102080A090G0F090H0O0B0H0G0I0P0N0M0I0Q0U0C0b0i0c040d
p1	1DIeR	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0U0c0b0a020b0i090G0b0Z0V0W070d0V04030B090I0508040A0H090A0O0g0k0e0N0d0f010P3J022I0G080E0C000H0h4I0S4y1F0O0b0DBs092e0OEb0F090G2U0EIV009Z0a0T0G7u09IP02080104CQ6JU9Bo8l03AG
p1	1DIeS	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0X04020309010600020G0C0J0Q080J0A050e0l0Z0e
p1	1DIeT	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0a0Z010b080T0c0d0e0c050a0C0f0J0e
p1	1DIeU	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	030X0O0V0c0A0V070B0C0H080j0A0B04050I0P040I020J0603000A
p1	1DIeV	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0Z09070E0L0S0T0U000T0V0W0X0V050Y0C0X
p1	1DIeW	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0706000E0L0S0E0T0Z0U0S0g0M0F0l0a0h0i0c0V0h0j0b010a
p1	1DIeX	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0f0m0g0708090A0B08060A0C01090E0008020A0103090H0A0405
p1	1DIeY	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0h050203090104000C0J0A0H0I0B0A0P0G0F0I0G0B020V0K09080W0O0P0Q0N0M0P0c070E0V110j0N0c
p1	1DIeZ	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0h0Z0a0b010a0T0g0a0i0c0h0j0k080j0l0m0F0l
p1	1DIe_	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0M0V0T070809010A080F0B0304020I000P050W040U06010G0E0L0C0E
p1	1DIea	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0N0X050U0b0S0U09030A07000G0E010204010H0B0A0i0L0g0h0a0T060a
p1	1DIeb	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	010G0F0E080F0M070F090H080A0B030A0C0D050C
p1	1DIec	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0R0M0L00020103080A0H090G0K0D060B0D0Y0X0W0f0F0m0Y0O0X0N0H0G0V0Q0J0d0k0Q0U2x0M3b
p1	1DIed	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0V0Y0302010W0X090A0B0H0A08070C0D08020G000C01050I0J0K0Q0I0e0J
p1	1DIee	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0R0M0L00020103080A0H090G0K0D060B0D0Y0X0W0f0F0m0Y0O0X0N0H0G0V0Q0J0d0k0Q0U2x0M3b
p1	1DIef	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0B0O0P0Q040P0L0M0N0J000K070E0F0G090V02030G0A0U0F0W0M0I0N0P0H0R0I
p1	1DIeg	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0C0b050e0a0Z0X0Q0J0a0g0c0S0d0Z0L0E0M0L07000807
p1	1DIeh	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0J0O0Q0Z0e0Y0X080C0D050W0l0X020P0N06090G070K0F0H080E0L0S0E0F0M0V530U0a5q
p1	1DIei	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0b020100040B0I010A0P030B08090i070A0H0O0N0H0O0V0G0F0O0G0c0L0a0M0Q0T0U0V0b0U0O0b
p1	1DIej	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0g09070E0L08000E0A0F030B0H0A0C0D050C
p1	1DIek	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0Y0803070A0H0O09000B0E0A070L0S0C0L0Z0g0D0Z
p1	1DIel	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0j0f0c090A0B030b0a0N0A0M080405070C060O0L0H0P0V0O0Q0R0J0Q
p1	1DIem	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0G0j0h000i0201080F03080L0N0U0b0M0U
p1	1DIen	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0Q0I0J0K050J0C0D0J0B0H0C0A09030A070001020801
p1	1DIeo	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	070c000Z0a0b0g0a0S0E0Z0F0L0G0E
p1	1DIep	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0l05000L0M0N0O0P0M0D0O0Q010N08060M0F0O090A0E0H0G03090V0I0c0H0R0B0204
p1	1DIeq	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0i0h0b0j0e0g0i0201000V03010806040D050K070J0Q0X090Q0l0W0A0U
p1	1DIer	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0F0K010807000902030108040A0305060B05
p1	1DIes	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	040H0B0I0P0E0I0J0A030I0506040C0W0D0F0d0G0W0k0c0j0V0g000h0i0b0U010b
p1	1DIet	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0W0A0B0C040B0I0D0B0P0903020A0G080B090O0H0Q030P0J0d0I0700010F0E0G0M0T050M0616
p1	1DIeu	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0m0O0R0Y0f060805010F0M0T020F0Y04030A090G0N0M0S0B0L0E070Z0E0G0g0H25
p1	1DIev	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	010m0h0E0F0G080H0F000M020T01030409030N0B05060C05
p1	1DIew	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0N0002090G0U090S0T0a0W0M0O0T040V0c0j0V0b0d0k0m0e0f0X0e
p1	1DIex	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0d0R0P0O0N00040V0W0X0B0W0U0O0203090G0F0E0H0F0c0A010H050Q
p1	1DIey	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0h00030104020B0I0A0H0O090V0H0K0C0D0R0Y0G0R05060f0m0J0f
p1	1DIez	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0D0W0Y0R0K0X060R0Q0P000E010Q080M0N0O090N020F
p1	1DIf-	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0S0W0207090G0N0U0G0L0V0Z000c0j0O0H0c0O0a0S0X0h0Y0i0b0T0d0U0a1M
p1	1DIf0	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	020C090G0N0U0G0S0T0a0W0M0O0T000V0c0j0V0b0d0k0m0e0f0X0e
p1	1DIf1	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0Y0d0f0C0D060B0504030C0402010902000A070S0F0T0H0O080U0H0V0R0G0NNu0P0U0M1v
p1	1DIf2	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0A0L0H0O0V0M0O030U000601020T090a0j0c0b0i0h040i
p1	1DIf3	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0N0b0Z0g0h0i000h020c0d03040506080B0A0903070C0D0F0I0H0G0V0E0e0P0d1Q0m320k020l
p1	1DIf4	rust-pathfinder-v0.1.0	lunatic-v0.1.0	D	P	0G0L010M0N0O0l0N0C090D0Q0F080H0A0J0P0X0e0W0Q0I0R030P
p1	1DIf5	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0l0X0S0L0E00010L0M0C08020F0103040903060B0D0Y0J0Q0I0J
p1	1DIf6	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0N0l0m000501060D0B020K0R0D0J0I030C0P0H0O0U0A0M0H0G0Q0H0b0i0V5B
p1	1DIf7	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0f090D0K0R0Y0X0W060X0S0V000g070E0L0b0E020T0h010U030a
p1	1DIf8	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	050k0j0i0m0d0j0Z0f0W0Y0P0Q0R0X0Q0A0e0K0a0R0C0J0B0C
p1	1DIf9	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0A0G0H0I030H0O09080H0F0109020M09000N0T0L070M0J0K050J
p1	1DIfA	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	020j0k0l0a0g0h0i0d0h0k0T0M0F0R0W0P0V0U0W0c0I0N0G090b0a0G0H0A030O0P0A080O0B0Q0b010P0E080H9Y0I3J
p1	1DIfB	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	010E0F0G080F0M070F090H080A0B030A0C0D050C
p1	1DIfC	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0Z0c0e000X05060D04010B0l0m020C0J0Q030J050K0f0d0k0b0W0Y040D0I0f
p1	1DIfD	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	070O0L0E0F0G000F040N0P0J0I0H0B0I0K060C050D0C
p1	1DIfE	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0Q0E0J05060D0K0X0D0S000T010U020V0B0W0e0Y0X0l0d0k0m0f0d0c0R031M0i0j0c27010c
p1	1DIfF	lunatic-v0.1.0	rust-pathfinder-v0.1.0	L	P	0N0F0G0H020G0908070G0E08000K0M0T0I0S0L0Z0M0a0U0V0b0W0U0c0i030b
p1	1DIfG	rust-pathfinder-v0.1.0	lunatic-v0.1.0	D	P	0P0b000Z0a070I0B0g0804090B0W050A0C0H0G0N0O0V0H0X0G0F0d0M0W0k4T0l0j0i030jJl0U1J0b018Q
p1	1DIfH	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0H080A09030B0O0A07000C0D050J010F0C0Q0I0P0E0I0G020401060K
p1	1DIfI	rust-pathfinder-v0.1.0	lunatic-v0.1.0	L	P	0b0j0i0h0e0g0i0201000V03010806040D050K070J0Q0X090Q0l0W0A0U
p1	1DIfJ	lunatic-v0.1.0	rust-pathfinder-v0.1.0	D	P	0G0A09080209070N000G0E0T0L0U0S0g0a0h0Z0c0a010i0j0M0i0O0V0N0F0b0d0e0f0P2A
