# g1-key	rules	size	reserve	repetition	plies	2-char-actions
g1_M-7Y4fUuDDhfbX6w_50eDTiPIZhYw32EKs84htE3U4o	pathagon-rules-v1	7	14	3	20	050a040i0g0b0e0d0h0T0Z0E0S0L0U0M0T0f0a0c
g1_M-_mg6oXNP_M-aUs7K_IpcCbWVeo3YrjpSUnij-k7zI	pathagon-rules-v1	7	14	3	20	030J0B0I0C040P02000D060K030E0B05070L0A0M
g1_M0CnuOE0bgPwinS8IxgIayw_G-bbG9Vtq4JEeFI9KEA	pathagon-rules-v1	7	14	3	20	0m0l030e0f0K0R0Y0C05040R0d0k0B0e0I0j0P0i
g1_M0wiJjzFB_rW75lMbT87gLYoOdFqtrAqxQm9hDwsxNA	pathagon-rules-v1	7	14	3	20	060M0Z0K0S0F0L080E0G0g00090A0701030J0902
g1_M1Q6aMhif1kOSJdOIzkgzJLhr38FskPSUBKSpE7xaRk	pathagon-rules-v1	7	14	3	20	0P0c000X0Y0W0d0b0j0V0W0U0X0O0Q0C0J0S0e0I
g1_M1j-9Bx1cN3_6HS9dh4tD5uoHVCTS7A0-DZoGcFa-M0	pathagon-rules-v1	7	14	3	20	0f0j0U0l0k0m0d0e0V0c0b0a0d0Z0b020W0c0e0O
g1_M2_HPH6V_WNTgrL_101Cs47MkAalmp6wZ1qqUyDnfE4	pathagon-rules-v1	7	14	3	20	0C0M06090L0R0g0E070N0E0T000U0a0O0b0i0P0Q
g1_M3LqaXGfphOcQkxgs7tgZv5Qgc0-456oRwmlxT7MKdI	pathagon-rules-v1	7	14	3	20	0I0R0Y0T0f0K0Q0J0m0P0M0L0Q0C0H0B0X030I04
g1_M3bUuJ9Qg0C5CPjIXH3B6RkVNX0m2Jj85R1vFYtB6JM	pathagon-rules-v1	7	14	3	20	000c0d0F0e0k0W0l0m0X0f0K0e0I0D0R0P0V0B0W
g1_M4sjZ3tpKZxUWij0sK5bW1LX8H9UMwcUWhphS5bJcxs	pathagon-rules-v1	7	14	3	20	00090l0U070T0S0Y080V0M0a0Z0N0g0F0L0E0M01
g1_M5-S3-70B5wT_qQYCl3OdGc3D_vHN623LVR2GwNC-AM	pathagon-rules-v1	7	14	3	20	060c0V09020O0D0f0V0Z0j0b0a0c0m0Y0W0h0g0i
g1_M5U_vq44IdRrLDc0_lN_yMgxIjptBIVN5tG_YlT5CzM	pathagon-rules-v1	7	14	3	20	0D0G0H080700060F0K0f0Y0R090O0N0Y0G0A0E0P
g1_M6NhkXwnRjYV2FSjuFpdP5M5HWvwZO4yPeD9zrq56gQ	pathagon-rules-v1	7	14	3	20	0A0L0E0i0j030201000h070S0k0G0O0M0N0U0F08
g1_M6xHL3b5zufTNVDC_DcdxYtbNDVm4-0wzOJYma-_QnU	pathagon-rules-v1	7	14	3	20	0E0F0j07000G08070M0K0T0F0L0H09020N0U090N
