# g1-key	rules	size	reserve	repetition	plies	2-char-actions
g1_j-4YyUcrifbfjlgO1PMOaJZ63ZxexzBU80MjoDjfwpQ	pathagon-rules-v1	7	14	3	20	050K03040Q0E0I0B0l0206030D0R0P0807000X0Y
g1_j-AR1Dd_mr4u4Em7HhhRXKXYvWQtp-KC-t6eGs9monk	pathagon-rules-v1	7	14	3	20	060I050L0D0J0K0Q0R0X0Y0m0k0l0j0e0f0O0d00
g1_j0bHv2ExN8Gd8qkwLzHLWVIIDWXIHC1xVR1T4U9_6j4	pathagon-rules-v1	7	14	3	20	040I0h0K0J0H0C0E0Q0R0P0W07050P0B0D060A0D
g1_j0iXfFWWfCVhH_93aRnRmKAetPZh-Otli62YdoH2T2s	pathagon-rules-v1	7	14	3	20	0l0T050H0Q0I0S0R0P0W0X0P0Y0E0f0J0C0Q0K0D
g1_j0uSLwTDU489i4amFzA18RxDMFMTmxAH2Dq3GWa3C-o	pathagon-rules-v1	7	14	3	20	0A01050V0Q0302040X0W0Y0R0K0P0R0S0e0d0c0f
g1_j0vsPitAaEyml3nQ_AfkQ_rnNlOavgnEnqYsW6eUs-A	pathagon-rules-v1	7	14	3	20	0201090P030L0G0O0M0T0V0c0a0b0g0T0V0U0S0W
g1_j10LAQ5MpBEJkKSEE8-TM5rbDmsYl4xBtZ7iW1SClsw	pathagon-rules-v1	7	14	3	20	0F0d0a0U0S0E0h0g0i0N0L070T0M030V0A0f0e0W
g1_j1QBxfV-2yXuWKi9iUG9KqCx0-SNph2HIlSbu1xI40c	pathagon-rules-v1	7	14	3	20	0V0i0k0J0j0c0d0e0O0P0d0N0W0O0H0I0V0K0O0M
g1_j1XpYi1lNbF1E1m6rXq4TkcuuwvLIiYVmXqfh0Zfqa0	pathagon-rules-v1	7	14	3	20	0B0Z0R0P0m0X0I0W0Q0J060O0Q0e0H0V0A0U0S0L
g1_j2JEJhOG6LGEkvooh3XB4gwU3QFdpVRrMUUyC-VyWgY	pathagon-rules-v1	7	14	3	20	0K0O0A0P0H0W0V0X0O0N0Q0O0e0L0X0Y0W0d0M0W
g1_j3NedsR7DO6sa4s19YRtkjZG8ko6jfrEN5Ggo5lmzBE	pathagon-rules-v1	7	14	3	20	0K0J0H0O0D0I0C060Q050J040A03000B070I0P0S
g1_j3UX88enTyxebQoYSb9ADmMLuA0QDA0XSNA7jxZHG40	pathagon-rules-v1	7	14	3	20	0D0C0S0b04060K05030L0k0l0j0B0I0J0B0m0d0C
g1_j3VmUQkds2UL_KUUD3cYiISM8I_sA02GzN9kjbVXdkM	pathagon-rules-v1	7	14	3	20	0X0L040B0H0O0Q0Y0W05060J0D0I0R0K0C0R0P0J
g1_j3cCsVi0AXmmP5UY-JzoeA3h710a690G2DIlauZMMnQ	pathagon-rules-v1	7	14	3	20	0m0Q0h0H0K060R05010E08090A040G0N0U0F0N09
g1_j40rTZfnhlBuHt0syldiYeqK9BkEWSckp-miDLJBt68	pathagon-rules-v1	7	14	3	20	000I080R0F0a0T0S0h0M0a0N0G090b0O0U070G08
g1_j4HUffaMwgGua-skeshQPGtjWvomxpydXUfRK4Px9pM	pathagon-rules-v1	7	14	3	20	0W0i0R0m0d0c0X0e0j0l0h0k0d0i0V0b0j0a0c0i
g1_j4ZSYHceGS5L5SEAnoL20gfeqWPc3BhnNoB1PiIy7V0	pathagon-rules-v1	7	14	3	20	0L040j0D000A0g090E07080C0T0F0G0U0S0F010M
g1_j4aROuuk_FmR7D1EyPsw4qY94NeHJZdDeizi2lQJfdY	pathagon-rules-v1	7	14	3	20	0V0i0Y0I060J0D0H0Q0X0f0O0Q0E0K0R0C0F0e0J
g1_j4mxHJcJIiHSXHFQLb6pcSBgl7c0Wr1qOQyaCVPizy8	pathagon-rules-v1	7	14	3	20	05070T0N0C0S0X0O0J0Y0W0D0B0R0e0K0l0Q0P0I
g1_j4vLfhFu-Kn_XcxeObq0LKW75-43aKVrUakw207RdH0	pathagon-rules-v1	7	14	3	20	0S0F0Q0L0E000907020103080L0A0j0G090N040H
g1_j4y1aA6g40NPsIE3Amfba-e_V8uZ9J-PTnIWkF_GUmY	pathagon-rules-v1	7	14	3	20	040X0Z0f0g0E0L0S0Y0R0L070Y0F0S0G0B0P0I0W
g1_j5NQRzUK-N9LRcYdRzxwpOeO2X8R_kx2IQyUHaw1yVw	pathagon-rules-v1	7	14	3	20	0l0j0I0B0A0P0O0Q0X0J0W0K0e0I0G0H0D0R080M
g1_j5O1MNI97Lnd-eLKMzW7gI6w-ri0d9Z5DBz3LCG7sSM	pathagon-rules-v1	7	14	3	20	0P0a0Z0A0I0g030d0W0k0i0l0b0c0j0O0Q0a0H04
g1_j5wPTLupU87X44zfyRLaYt1a3DW_fXFuazhepQI0LwE	pathagon-rules-v1	7	14	3	20	0l0N020I0G0H0P0A0B090C0I040R0K0Y0e0Q0J0X
g1_j6EyxIMmpztTkcLjnC0GiAymfP64496orBGyRy2C_Rw	pathagon-rules-v1	7	14	3	20	010m0Q0D0800020X0T070a0Z0M0F090O0g0N0H0A
g1_j6P2FwS37_fxegz5mns5CzGFxWxtC4gOeudPc2QxMVI	pathagon-rules-v1	7	14	3	20	0c0b0O0I0V0N0U0j0l0k0h0i0g0d0Z0G0P0E0H0W
