# g1-key	rules	size	reserve	repetition	plies	2-char-actions
g1_N-1hws0W2E4eslX8epc_0HE7VqXu2WNPSFW5eqMmvLs	pathagon-rules-v1	7	14	3	43	0l030Z0O0P060L0X0N0k0H0A040m0h0V0a0Q080T0e0f0S020F0b0C0U050KW5QKXi2-0g07YgP44v0G0E020o
g1_N-1zxP_-1GhVmMH5hrdDHHkh--pEy_vjjFJ34FxK_NE	pathagon-rules-v1	7	14	3	48	0A030H0O0V0U0O0N0M0T0N0G0F0N0G09080G090I0B0W0H0V0G0P040L0O0M0201030S0E07000E01050C0J0Q0C1A0X0I6g
g1_N-23fo_6qemqV_5oFQ2Ujr3gS-MvdSw0atrfjhLT2B4	pathagon-rules-v1	7	14	3	25	0008070h090g0i0j020i0k0l0m0k0f040Y0M0R010K080D0306
g1_N-6AC8ZWqG_-dqZhXL1i7yAxliuK30iDARZuFXqBz7g	pathagon-rules-v1	7	14	3	32	0C0B0A0J0B0I0H0G090H0405030C020F08010k080j0K0D060C0D0i0h0m0l0007
g1_N-9EDK7b36uv6JNT_Xlpglcx6lX6eAVK92GXLaDuPcU	pathagon-rules-v1	7	14	3	75	0k0O060K0Q0D0m0U0A0Y0P040Z00020a0f03090S0X0B0d0G0L010N080b0FTU0aIe0lQJ0WWH0Nbf0bSK0j8PGXVK0e7MIiHN0g6AGE0eQuJT0RaCTe0cXEbj0gDY4vNE0AKC0P0UPh0h3DYm0b2j
g1_N-JUpApoRUdBN1moc67_opD6TIwRW4tpCvMPtedZSzg	pathagon-rules-v1	7	14	3	102	0c08070U0D0V060S0X0b0J0h0H0a040l030N0Q0Y0O050k000d0e0f023P0g5m0FDzIpHZXyUCTSWKSr0eXcBBCSFT0mJlAWHL0DVhbE0Xba01Rr04MW0SDJ0m3T0TQs0QJ-0lNt0K4m0ePg0F0WGa08N70N6U080LIiG_E20E2aCN8T0QK3ay05bYGG0U2YL8D30LCHZK4o
g1_N-aqIIaeoVua68aIuKa99mw9OcY4Ktf2QtobNQ0lcSk	pathagon-rules-v1	7	14	3	196	0F080M090A0G0H0O0G0N030G0T0U0V0I0O0H0N0U0B0N040P0W0O020C050J0Q0X010Q080009062W020C09010K020u0D5N1e692R023D0q0R0A5h1eBG0DM55o0XB2WNLY0RGILm5o06B23r2K4e04053s0B04020B2K360D3u1c2K0p0A3u1c2K8T0A030B2J1a354f0s0A3r2N0C390q020A091b3s8V2J360B030z2J4e39034138032O36030o342M3t04013F2M0A1c8S36030o342M9E0B013G2M3t1c013F2M0A1c0o368U0A023r1c4d2O0B3t1c095S3A032K0p5N3A1b010x4pGA0C38034n5S0K388U2P7i1Y353u2N
g1_N-likYLWufXf5S-tGZqc4lcuginCdOElMlJjQ5vbuGo	pathagon-rules-v1	7	14	3	18	0M0Q010F08000F020T010304090305060A05
g1_N-q-GBVZoCLAtVX0hp5ekLGeTEU_qjnzxjRiEVFHQjA	pathagon-rules-v1	7	14	3	66	0e0G0O0g0m030k0W0E0I0L0Q05040P0H0T0F070V0N0f01080d0h0U020W0lHZ0CaNXEV9D10MaxJxWmcGAYIwCl0m7LBhOj0fMLN-0ZNT08PQ0C4kAD0cFY0d9R0kTPI70z
g1_N-zQQq5q3KnnFj4eTo1Vf1NB2gg1atqUY9AUKkJBrzo	pathagon-rules-v1	7	14	3	58	0g0G0c0V0P0j0H0E0e0b0N050d0I0O0c0F0H0U0O0k0Y0W0L0V0K0X0B0R0M0QZN0CH9017k0N0AVXDP0f0V0eI902Ew0TBrNGIe2V0NXP0J0VTR0IU3
g1_N06cjoXQmy3sFgu9gtuFSZUZdXDCIOuK7SJZ0NeEIUs	pathagon-rules-v1	7	14	3	67	0D0e0d0a020J050H0B0N0G0K090O0b0L0A070I0Q0R0H0M0m0f0Y0K0C0P0I0g0hK80F0U0GB70T0cGy520IC20jUr0fMLFN0V5X9QEkRv3U0M0iBScG0FZ-XebU0lZAbSafOz
g1_N0UnUrTQphOH96Qrszj5uJTiuY29eDDLjhXNgA-327M	pathagon-rules-v1	7	14	3	56	0a0Y0c0X0l0T0K0N0Q0I0F0W0d0m000e040j0Z07080C0A0f0D0U0H0RV16qSIVdavYrSNQiUcAJ8_J00y0b2q02Gi0cb5NrSS0l0EILQCJjUw2l
g1_N0VP8Yq3wOWcAM_nBW9-KdzGiIMhHNlHGqBUm_YHgkg	pathagon-rules-v1	7	14	3	105	0b0E050j0k0i0I0X0K070N0T0H0P0l0d0C080F010f0g0W0G0h0J0R0a0m0Qc006PS5z0MZZGgSj0UC2Tg0ELVZDY8Be3mHTWP06MTLG0R7TIu03bF0dZ56n0i07AYbb00U3Eb05a90c0e3f9w0jYqSB0i0SDc03Pq0jaNWy084l0208Lg0h0RMKLT0lCBFu0RauOm0lS9UnDF0e1f
g1_N0dx4b3k1XIvjd3cuS6RznJOMcx2XFJwME_BiexTgjE	pathagon-rules-v1	7	14	3	45	0H0g0j0U0V0W030V0T0A010208070F090M080B0C040D0B05060E0K0Y0D0S0X050J0i0h0N1w0Q3s003g0i0V0N1q
g1_N0hxgSGIQdzyBHy1Tfctl35dQJNtVzlc97Ksz-LdN9M	pathagon-rules-v1	7	14	3	63	0c0P0V0G0l020Z0W070B0H090A0Q0O0X0I0L0a0S0J0d0N0b0U0c0e0T0YQ8682-0MTm0kKUO88MVQXeP9ZD8g0V1T0C040GYxLJRK0bWocA0i0eZ2YOai650BZAbS
g1_N0mqbiP-_gsc6VGsoNUeHeRTm8WOiHrIUW_5r3eslUs	pathagon-rules-v1	7	14	3	70	070P0i090m0O040j0A0Y060h0S0f00050d0I0b0c0J0K0E0k0W0a0Z0V0XaT02U70lEl2aYMRtWla_0Mc7AA60SzFl0TC1TIU90kML0B4EaP02JY0XXN0I0hRC06Q004LbI7V2AV0m4M
g1_N0qldK-DR56N4BJCCgxweqFwM_HF-W6T7oNGsiJHiPs	pathagon-rules-v1	7	14	3	51	0K020Y030F010O0g0C0D0f0G0Q080L0a0b0A0M0N040U00070m050Z0X0B0cRR0S0iOHbqX90VJ20hQvYG6TWX3aTjXWILC1Ss0l0r
g1_N17ovTECmaOSrZ4CTpwGTu8swj99HQnODHOImzTFGZg	pathagon-rules-v1	7	14	3	50	050406030C0B0A0H0B0A0D0I0J0B0K0P0Q0R0O0Q0X0Y0Q0W0P0X0V0U0N0V0G0O09020e0f0X4S043i03Nt01091a0134092KLZ
g1_N19x7q8LF7PPG9mxOFM0A0AjPauJFD0c7D_iMbrJB_k	pathagon-rules-v1	7	14	3	26	030m0k0l0Z020h0C0M0g0D0a0V0e0U0X0T0i0S0N0O0h0Y0j0H0k
g1_N1BqvIoqtRr1hdTmvxF9XjkFkRtHE49R7H8GT7YHi8c	pathagon-rules-v1	7	14	3	53	0A0G0h06050N0Q0M0a07020Y0e0T0J0B0P0c0V0f0I0S0i0g0k0K090CVgG859UI915O0O9vJ9MkRi3dFxHj19RwSL9_0b6CKqId03RY0A
g1_N1EYG5HQ23ZvKLNmaJ1dZ4woTrl_IJLLzKRFsGklbRs	pathagon-rules-v1	7	14	3	102	0c0i0T0m0E0e050J0F0C010R0U0h0d0L0V0S0l0H0G020b0N0P070Q0K0YH3KeGE0I6UNM8NP90X0B2o0AMg0W0008LiT8HyCfFr0QDK0ZQK0MY4aZ0F8hOf0eJ60WAK06Ze0M0T5m0XHvHb0jNT0EbG07Fx1o0c5H05Dm0eY70KKF0SZe17ReQm035LF60gL7W4M8Js0HBQ
