# g1-key	rules	size	reserve	repetition	plies	2-char-actions
g1_f-143RrgVEi6Sa7gzbyMMyryWF0BRHc2BeiRbj4i97I	pathagon-rules-v1	7	14	3	56	0h08090b0a0k0T0A07090D05060W0K0O0H0G0F0V0M0G0N0P0E0Z0U0a0i0d0b0c0g5BEE0HXj0ZMu08Z1RaJ4020R33Al020lbY6r03az8JOHDf
g1_f-7nJ25Q7oxiPcMyKxu8-FNLLf1ILyHTRcHbXaeVNEw	pathagon-rules-v1	7	14	3	64	0A03090B0d02040108050C040B06000D070H0I0A0J0G0F090K0E0L0F0E080M0N0O0P0N1y012k023O2M3t0r4c052K360q001a0o340X013u0r0Q03051Y4d2O6A0u
g1_f-92Pt4Bk-VO71wmC8LSZbzB03RxP-UPGJOl810Hph4	pathagon-rules-v1	7	14	3	58	0Y070K0a0P0T050W0Z0l0H030j0f020E0G0b0m060Q0X0C000J0N0I0eFS0OZt3HS3040FCBAWbU77BC0gTjBoSW2RPmCcIpEaOf0lYV0iVSXZ05Gc0v
g1_f-YpGHV1Crc-KBomK3ZFsZPdgTuipUMZUdCGYyisMUk	pathagon-rules-v1	7	14	3	23	000F0I020B0S0P0W0d0A0W0C030B0k0D010E020904080B
g1_f-byeIXBaOQdN24DFeOF8jLNTC0Qi1zWNx9C_iwt6Ok	pathagon-rules-v1	7	14	3	41	0I040P030l050h0K0Y0U0G0g0T0V09000M0i0A0J0m0L0X0j0F0d020a0W3g8ZZeRX0BI20H0MFiag0f7T
g1_f-j1T8Mk33sogZgBfrI4dshoLjQeqv6d4aHabTk7jsk	pathagon-rules-v1	7	14	3	49	0Q070O0e0g030S08090d0A0G0I0k0a0Z0C0X0K0V0F0m0T0N0W010j067rDFAG5d09aK0DDVSQ3lPKH59E24XX0M4gXuGM7L0V
g1_f-w2wyZo_quob5Fq15wsqbh68ZYZlL7pCNxBzIuhSKk	pathagon-rules-v1	7	14	3	85	0K0C0X010G0J0M0T0R020N000k0e0Z0F070m0a040A0S0d0V0E0g030O0Z0b0DAZ0L0IS0FE0H1x6HXnQW0Z3B4WHOUULa2UIu0MBn0VO80d8v0c7b03RI0b8N04Nr0cGZ0lF8Vz0J9nP84U0V0BOLWV0RTY6QS90eMs0cTZDD
g1_f02iXyeRuGswXSC8a1lNA12jmC4D3_CdiuYQDS4hShU	pathagon-rules-v1	7	14	3	39	0k0c020R0A0B0a0U0h0i0K0Q0F0G0X0Y070C0D0O01040I0M030V0E0e084b349TGXDcaMR60L0B1E
g1_f05Dr_pKYe2-ryQ2EkZiaedWV8Lo-nHyCLDT4ruZp3g	pathagon-rules-v1	7	14	3	31	00070G090a080E0F0701020H010G090A08030U0b0T0N0M0U0g0F0L0S0Z0T0S
g1_f09lZtwpOMQsblOAhirz6dTN12VCBK0cPRW13FIrJBo	pathagon-rules-v1	7	14	3	43	0M0S0Q0d0J0l06090i0X0Y0b0m0k0c0E0T0H0I000a0N0g020K0R0B0P0C0QGj08Wy7E0d7o5t0Mbw0hFPLK0b
