# g1-key	rules	size	reserve	repetition	plies	2-char-actions
g1_6-09sjxGjBnDKLWG5sO7j9afEP_I7MyR1ymKJKYWlq4	pathagon-rules-v1	7	14	3	42	010F0E070T0L0b0G0I0B030P0V0H0I0J0U0K0I0M0A090O0N0E0a020c0T6W0S070V9X0W0B0PSl0E0P000L
g1_6-A9YgwfL9Eh_n-Mu4ORd9FnfVnVkLGeJm44XBcAexM	pathagon-rules-v1	7	14	3	33	090M020F0H0i070e0W0X0R0S0c010B0J0A0l0O0Z0j0V0a0h0W0I00050b03PlYZ18
g1_6-CQZcHkabdDWKU3XtXqFfVxeiViFfS5fL3evEcbDpk	pathagon-rules-v1	7	14	3	38	0Q0F020M0l0b0P090B0e0V0U08010Y0g0d0k0X0C0Z0D030h000N0T0O0c08P90RR50A0JJK3007
g1_6-LbOZ1rJ84B_osYAgHRDWrETEAeT7evqtrZihvIIh0	pathagon-rules-v1	7	14	3	30	0e0K0i0U0b0E0N0G0U0F0M0T0a0V0M0U0T0S0N0T0U0h0M0j0a0H0T0I0O0J
g1_6-TSMmTIE_xw1z3UiR-sFbVlQPyDWm-9-Wpyw9v7ZbE	pathagon-rules-v1	7	14	3	26	0A0903020H0G08040F030B0G090I010B0H000G01070E05060705
g1_6-cR0c1ox1DQKGD8zo663H8cxlWB9IC7fkjcaHCXtA8	pathagon-rules-v1	7	14	3	80	0b0c0T0Z0a0d0k0S070l000j010U0V0T0Q0W0D0f0V0e0M0A0k0T060H0i0F0X0E0M0j0T03090K67VMKxWr0OSEI2026nMlLmXMAqR00YLm5oAq0-0iLm5oAq2W0d0W0c0d5h0eREBG0U3RLz0MGW0WWiC8LmbQ
g1_600XE5-VFnFuK9VC5LoKQZHxEODmIWRqFqZ3oVfgWfc	pathagon-rules-v1	7	14	3	45	0U0B060S0T0P0d0e020m0E0G070M0L0A0Y090R0b0D0J0C0F0X0O0a0N0V9iAFK2H1Ti0K010Z950PIR0L1dCE0h6m
g1_601semAJ-LuKUkfo7UBVHux5pqNPtFI_nub5xYbDvfs	pathagon-rules-v1	7	14	3	51	0a0L000i0J0B0M0m0j0H0P0S010Q0l0d0G0T090I030X070k0c020D0N08Z206V70FMy059o2EOi0A2KYvItKb1vMebi5PLO8n0f1E
g1_60DEooAtcPB1hEkK5NY38j3wsMAboTtNPF7hrmk045c	pathagon-rules-v1	7	14	3	196	0X0Y0W0Q0P0R0V0O0U0P0N0H0G0I0J0K0Q0J090A0B0C0A0D0F0M080N0T0f0M0e0d0c0bTz0VApTA5Q0d4g0A390B3x9PGrK_MBB9bkGr5h0QB90BGBbk0Q0CbWB25a0XbdAHBU9P66GBbrBUWN600CbdbW0BRS5vbdQo0XRSL-by0eWi0c0XUW0V67QvWi0fbyWwRS5v06cA67QvBG0D0f5R4i0Cbc0D5Q0C4g0A390B3x0C4p0d5S0cAq9P4o8W5RAqA04e3s0A365Q1c0B2M0b3t9D340A2K6x0q081a0A356v2M020A0o342M8T0A0o7g2N3603093s08360q1c0A2M0a3t7h34092K6x0q0A1a8S34032K7i0r391b2P3t4g39
g1_60RWmnSm0jzuXfTEnJpg73slmni5AVvoqaF9RfYhacQ	pathagon-rules-v1	7	14	3	61	0l0k0m0V0j040O0Y050c0U0J0201030F0L0a0g0b0T080S0W0d070I0K4m06XU05HaOh8hUWOGFUNT0P0cSUJQ0RUzKQ04GF3M0hD10BRd0Nbl0maF0iEi0J19
