# run\truntime\tvariant\tgames\twins\tlosses\tdraws\ttop-k\tall-actions
pathfinder-rust-native-tactical-root-filter-1160-20260827\trust\troot-filter\t1160\t659\t496\t5\t4\tfalse
pathfinder-rust-native-tactical-root-filter-vs-depth5-800-20260827\trust\troot-filter-vs-depth5\t800\t629\t169\t2\t5\tfalse
pathfinder-rust-native-tt-order-120-20260827\trust\tt-order\t120\t59\t61\t0\t4\tfalse
pathfinder-rust-native-tt-history-120-20260827\trust\tt-history\t120\t60\t60\t0\t4\tfalse
pathfinder-rust-native-tt-depth5-beam4-120-20260827\trust\tt-depth5-beam4\t120\t21\t99\t0\t5\tfalse
pathfinder-rust-native-tt-depth5-beam6-120-20260827\trust\tt-depth5-beam6\t120\t33\t86\t1\t5\tfalse
pathfinder-rust-native-tactical-root-guard-360-20260827\trust\troot-guard\t360\t181\t176\t3\t4\tfalse
pathfinder-gnn-sorter-7x7-8-20260827\tpython\tpolicy\t8\t4\t4\t0\t4\tfalse
pathfinder-qadv-sorter-7x7-8-20260827\tpython\tqadv\t8\t3\t5\t0\t4\tfalse
pathfinder-sorter-20-20260827\tpython\tpolicy\t20\t10\t10\t0\t4\tfalse
pathfinder-sorter-20-open-20260827\tpython\tpolicy\t20\t13\t7\t0\t4\tfalse
pathfinder-sorter-7x7-20-matched-20260827\tpython\tpolicy\t20\t9\t11\t0\t4\tfalse
pathfinder-rust-qadv-sorter-120-20260827\trust\tqadv\t120\t61\t59\t0\t2\tfalse
pathfinder-rust-qadv-sorter-40-20260827\trust\tqadv\t40\t22\t17\t1\t2\tfalse
pathfinder-rust-qadv-sorter-all-actions-40-20260827\trust\tqadv\t40\t20\t20\t0\t2\ttrue
pathfinder-rust-qadv-sorter-tt-root16-all-40-20260827\trust\tqadv\t40\t18\t21\t1\t2\ttrue
pathfinder-rust-qadv-sorter-vs-pathfinder-40-20260827\trust\tqadv\t40\t19\t20\t1\t2\tfalse
pathfinder-rust-sorter-120-20260827\trust\tpolicy\t120\t56\t64\t0\t4\tfalse
pathfinder-rust-sorter-all-actions-120-20260827\trust\tpolicy\t120\t57\t63\t0\t2\ttrue
