# state	agent	action	depth	score	prior_nodes	visits	wins	losses	draws
10WG83Xuu.FsS620.0.0.D.0.5.M.0.L.15	rust-evo-g1-c0-279-109-820-53-117-66	6N	2	106	867	1	0	0	1
10WG83Xuu.FsS620.0.0.L.0.4.M.0.D.1E	rust-handcrafted-g0	3K	2	-110	915	1	0	0	1
10WG83Xuu.FsSE00.0.0.L.0.5.F.0.D.16	rust-handcrafted-g0	3K	2	-110	915	1	0	0	1
10WG83Xva.FcS621.0.0.L.0.2.0.0.D.1K	rust-handcrafted-g0	7j	2	-110	915	1	0	0	1
10WG83Xva.FcSE20.0.0.D.0.2.7.0.L.1J	rust-evo-g1-c0-279-109-820-53-117-66	CG	2	106	915	1	0	0	1
10WG83Xva.FcSE20.0.0.L.0.2.7.0.D.1c	rust-evo-g1-c0-279-109-820-53-117-66	7j	2	-106	915	1	0	0	1
10WG83Xva.FcSE20.0.0.L.0.9.7.0.D.1G	rust-evo-g1-c0-279-109-820-53-117-66	2Z	2	-106	915	1	0	0	1
10WG83Xva.FsSE00.0.0.D.0.2.F.0.L.1b	rust-handcrafted-g0	MK	2	110	963	1	0	0	1
10WG83Xva.FsSE00.0.0.D.0.9.F.0.L.1F	rust-handcrafted-g0	MK	2	110	963	1	0	0	1
10WG83Xve.FcS621.0.0.D.0.3.0.0.L.1B	rust-evo-g1-c0-279-109-820-53-117-66	I3	2	106	1011	1	0	0	1
10WG83Xve.FsC621.0.0.L.0.3.S.0.D.1C	rust-handcrafted-g0	5R	2	-110	915	1	0	0	1
10WG83nu6.FcS621.0.0.D.0.1.0.0.L.1P	rust-handcrafted-g0	6N	2	55	915	1	0	0	1
10WG83nu6.FcSE01.0.0.L.0.1.F.0.D.1Q	rust-evo-g1-c0-279-109-820-53-117-66	D4	2	-106	915	1	0	0	1
10WG83nuC.FcS621.0.0.L.0.2.0.0.D.1O	rust-evo-g1-c0-279-109-820-53-117-66	35	2	-106	867	1	0	0	1
10WG83nuC.FcSE20.0.0.D.0.2.7.0.L.1N	rust-handcrafted-g0	CG	2	110	867	1	0	0	1
10WG83nuO.FcSE01.0.0.D.0.3.F.0.L.1L	rust-handcrafted-g0	0u	2	110	867	1	0	0	1
10WG83nuO.FcSE20.0.0.L.0.3.7.0.D.1M	rust-evo-g1-c0-279-109-820-53-117-66	3t	2	-106	867	1	0	0	1
10WG83num.FcS621.0.0.D.0.4.0.0.L.1J	rust-handcrafted-g0	6N	2	55	915	1	0	0	1
10WG83num.FcSE01.0.0.L.0.4.F.0.D.1K	rust-evo-g1-c0-279-109-820-53-117-66	4f	2	-106	915	1	0	0	1
10WG83num.FcSE20.0.0.L.0.G.7.0.D.18	rust-handcrafted-g0	3x	2	-110	915	1	0	0	1
10WG83num.FsC621.0.0.D.0.G.S.0.L.1X	rust-handcrafted-g0	17	2	110	915	1	0	0	1
10WG83num.FsS620.0.0.D.0.G.M.0.L.1F	rust-evo-g1-c0-279-109-820-53-117-66	6N	2	106	867	1	0	0	1
10WG83num.FsS620.0.0.L.0.G.M.0.D.1Y	rust-evo-g1-c0-279-109-820-53-117-66	3x	2	-106	915	1	0	0	1
10WG83num.FsSE00.0.0.D.0.G.F.0.L.17	rust-evo-g1-c0-279-109-820-53-117-66	MK	2	106	1011	1	0	0	1
10WG83num.FsSE00.0.0.L.0.G.F.0.D.1G	rust-handcrafted-g0	3x	2	-110	915	1	0	0	1
10WG83nvW.FcS621.0.0.L.0.6.0.0.D.1A	rust-handcrafted-g0	D4	2	-130	1011	1	0	0	1
10WG83nvW.FcS621.0.0.L.0.G.0.0.D.1I	rust-evo-g1-c0-279-109-820-53-117-66	5R	2	-106	915	1	0	0	1
10WG83nvW.FcSE20.0.0.D.0.6.7.0.L.19	rust-evo-g1-c0-279-109-820-53-117-66	CG	2	106	867	1	0	0	1
10WG83nvW.FcSE20.0.0.D.0.G.7.0.L.1H	rust-handcrafted-g0	CG	2	110	867	1	0	0	1
10WG83nvW.FcSE20.0.0.L.0.6.7.0.D.1I	rust-handcrafted-g0	D3	2	-110	915	1	0	0	1
10WG83nvW.FsS620.0.0.D.0.6.M.0.L.1Z	rust-handcrafted-g0	6N	2	110	867	1	0	0	1
10WG83nvW.FsSE00.0.0.D.0.6.F.0.L.1H	rust-evo-g1-c0-279-109-820-53-117-66	MK	2	106	1011	1	0	0	1
10WG83nvW.FsSE00.0.0.L.0.6.F.0.D.1a	rust-evo-g1-c0-279-109-820-53-117-66	D3	2	-106	915	1	0	0	1
10Wm80.40400204.9.A.D.0.-.-.0.L.9	rust-evo-g1-c0-279-109-820-53-117-66	01	2	-709	234	1	0	0	1
10Wm80.40400206.9.9.L.0.-.-.0.D.A	rust-handcrafted-g0	00	2	35	228	1	0	0	1
10Wm81.40400206.8.9.D.0.-.-.0.L.B	rust-evo-g1-c0-279-109-820-53-117-66	03	2	-773	294	1	0	0	1
10Wm81.4040020E.8.8.L.0.-.-.0.D.C	rust-handcrafted-g0	0V	2	0	216	1	0	0	1
10X1WW042.200GRW.6.7.D.0.-.-.0.L.F	rust-evo-g1-c0-279-109-820-53-117-66	0h	2	-1395	196	1	1	0	0
10X1WW042.200GRW.6.7.D.0.-.-.0.L.F	rust-handcrafted-g0	0h	2	-1255	196	1	1	0	0
10X1WW042.20200GRW.6.6.L.0.-.-.0.D.G	rust-evo-g1-c0-279-109-820-53-117-66	0g	2	-486	192	1	0	1	0
10X1WW042.20200GRW.6.6.L.0.-.-.0.D.G	rust-handcrafted-g0	0g	2	-330	192	1	0	1	0
10eC631Wm.40G8yI11.1.3.D.G000000.-.-.1.L.P	rust-evo-g1-c0-279-109-820-53-117-66	01	2	-536870912	601	1	0	1	0
10eC631Wm.40G8yI13.1.2.L.0.-.-.0.D.Q	rust-handcrafted-g0	0e	2	999999973	70	1	1	0	0
1131XmaI1.UiuG880G.0.0.D.0.A.Y.0.L.l	rust-evo-g1-c0-279-109-820-53-117-66	4L	2	-117	915	1	0	0	1
1131XmaI1.UiyG8800.0.0.L.0.A.W.0.D.m	rust-handcrafted-g0	0q	2	-55	839	1	0	0	1
1131XmaI8.UiyG8800.0.0.D.0.3.W.0.L.n	rust-evo-g1-c0-279-109-820-53-117-66	Cg	2	-106	867	1	0	0	1
1131XmaI8.UiyK8000.0.0.L.0.3.Q.0.D.o	rust-handcrafted-g0	bm	2	55	867	1	0	0	1
1131Xqa21.UieG880O.0.0.D.0.m.d.0.L.j	rust-evo-g1-c0-279-109-820-53-117-66	3c	2	-276	963	1	0	0	1
1131Xqa21.UiuG880G.0.0.L.0.m.Y.0.D.k	rust-handcrafted-g0	GF	2	-55	839	1	0	0	1
113HWp00C.608zTm.1.0.L.W0.Y.C.1.D.c	rust-evo-g1-c0-279-109-820-53-117-66	0P	2	-13721	159	1	0	1	0
113HWp0WC.618yTm.0.0.D.0.Y.W.0.L.b	rust-handcrafted-g0	JL	2	11575	859	1	1	0	0
113HYp00C.608zTm.0.0.D.0.-.C.0.L.d	rust-handcrafted-g0	40	2	999999960	811	1	1	0	0
113XWmQ1.C4C0824U.1.2.D.0.-.-.0.L.P	rust-evo-g1-c0-279-109-820-53-117-66	0F	2	-1978	116	1	0	0	1
113XWmQ1.C4C08A4U.1.1.L.0.-.-.0.D.Q	rust-handcrafted-g0	0E	2	700	90	1	0	0	1
113XWqQ1.C4C0824U.0.2.D.800.-.-.1.L.R	rust-evo-g1-c0-279-109-820-53-117-66	0S	2	-13925	163	1	0	0	1
113XWqQ1.C4CG824U.0.1.L.0.-.-.0.D.S	rust-handcrafted-g0	80	2	11150	966	1	0	0	1
113XmqA1.C4CG8A0U.0.1.D.40.9.-.1.L.V	rust-evo-g1-c0-279-109-820-53-117-66	0Z	2	-13869	111	1	0	0	1
113XmqA1.C4iG8A0U.0.0.L.0.9.-.0.D.W	rust-handcrafted-g0	P5	2	10540	887	1	0	0	1
113XmqI1.C4CG824U.0.1.D.0.M.-.0.L.T	rust-evo-g1-c0-279-109-820-53-117-66	0F	2	-13333	114	1	0	0	1
113XmqI1.C4CG8A4U.0.0.L.0.M.-.0.D.U	rust-handcrafted-g0	8a	2	11610	839	1	0	0	1
11WaI1.4G020U.6.7.D.0.-.-.0.L.F	rust-handcrafted-g0	0T	2	-730	134	1	0	1	0
11WaI1.4m020U.6.6.L.0.-.-.0.D.G	rust-evo-g1-c0-279-109-820-53-117-66	0V	2	104	346	1	1	0	0
11X1WW042.20200GRW.5.6.D.0.-.-.0.L.H	rust-evo-g1-c0-279-109-820-53-117-66	0F	2	-1936	126	1	1	0	0
11X1WW042.20200GRW.5.6.D.0.-.-.0.L.H	rust-handcrafted-g0	0F	2	-1770	126	1	1	0	0
11X1WW042.20200ORW.5.5.L.0.-.-.0.D.I	rust-evo-g1-c0-279-109-820-53-117-66	0M	2	675	122	1	0	1	0
11X1WW042.20200ORW.5.5.L.0.-.-.0.D.I	rust-handcrafted-g0	0M	2	665	122	1	0	1	0
11X1Wm042.20200GRW.4.6.D.800.-.-.1.L.J	rust-evo-g1-c0-279-109-820-53-117-66	0Z	2	-13830	148	1	1	0	0
11X1Wm042.20200GRW.4.6.D.800.-.-.1.L.J	rust-handcrafted-g0	0Z	2	-12035	148	1	1	0	0
11X1Wm042.20Y00GRW.4.5.L.0.-.-.0.D.K	rust-evo-g1-c0-279-109-820-53-117-66	0b	2	-271	174	1	0	1	0
11X1Wm042.20Y00GRW.4.5.L.0.-.-.0.D.K	rust-handcrafted-g0	0b	2	-110	174	1	0	1	0
11Z1Wm042.20Y00GRW.3.5.D.0.-.-.0.L.L	rust-evo-g1-c0-279-109-820-53-117-66	0F	2	-12672	114	1	1	0	0
11Z1Wm042.20Y00GRW.3.5.D.0.-.-.0.L.L	rust-handcrafted-g0	0F	2	-11040	114	1	1	0	0
11Z1Wm042.20Y00ORW.3.4.L.0.-.-.0.D.M	rust-evo-g1-c0-279-109-820-53-117-66	0E	2	-1200	110	1	0	1	0
11Z1Wm042.20Y00ORW.3.4.L.0.-.-.0.D.M	rust-handcrafted-g0	0E	2	-920	110	1	0	1	0
11Z1Wm042.20Y08ORW.3.3.L.400.-.-.1.D.O	rust-evo-g1-c0-279-109-820-53-117-66	00	2	-12592	128	1	0	1	0
11Z1Wm042.20Y08ORW.3.3.L.400.-.-.1.D.O	rust-handcrafted-g0	00	2	-10705	128	1	0	1	0
11Z1Wm043.20Y08ORW.2.3.D.0.-.-.0.L.P	rust-evo-g1-c0-279-109-820-53-117-66	0E	2	-435	126	1	1	0	0
11Z1Wm043.20Y08ORW.2.3.D.0.-.-.0.L.P	rust-handcrafted-g0	0E	2	-460	126	1	1	0	0
11Z1Wm043.20Y08SRW.2.2.L.0.-.-.0.D.Q	rust-evo-g1-c0-279-109-820-53-117-66	03	2	-13094	121	1	0	1	0
11Z1Wm043.20Y08SRW.2.2.L.0.-.-.0.D.Q	rust-handcrafted-g0	03	2	-11185	121	1	0	1	0
11Z1Wm04B.20Y08SRW.1.2.D.0.-.-.0.L.R	rust-evo-g1-c0-279-109-820-53-117-66	0H	2	-382	513	1	1	0	0
11Z1Wm04B.20Y08SRW.1.2.D.0.-.-.0.L.R	rust-handcrafted-g0	0H	2	-405	513	1	1	0	0
11Z1Wm04B.20Y08yRW.1.1.L.0.-.-.0.D.S	rust-evo-g1-c0-279-109-820-53-117-66	0B	2	-12823	111	1	0	1	0
11Z1Wm04B.20Y08yRW.1.1.L.0.-.-.0.D.S	rust-handcrafted-g0	0B	2	-11020	111	1	0	1	0
11Z1Wm0WF.20W08yVm.0.0.L.0.2.8.0.D.W	rust-handcrafted-g0	14	2	-11205	1318	1	0	1	0
11Z1Wm0WF.20Y08yRm.0.0.D.0.2.-.0.L.V	rust-evo-g1-c0-279-109-820-53-117-66	Oe	2	12597	950	1	1	0	0
11Z1Wm0aB.20Y08yRW.0.1.D.0.-.-.0.L.T	rust-evo-g1-c0-279-109-820-53-117-66	04	2	12427	114	1	1	0	0
11Z1Wm0aB.20Y08yRW.0.1.D.0.-.-.0.L.T	rust-handcrafted-g0	04	2	10650	114	1	1	0	0
11Z1Wm0aB.20Y08yRm.0.0.L.0.-.-.0.D.U	rust-evo-g1-c0-279-109-820-53-117-66	7C	2	-12940	1626	1	0	1	0
11Z1Wm0aB.20Y08yRm.0.0.L.0.-.-.0.D.U	rust-handcrafted-g0	6x	2	-11130	1674	1	0	1	0
11Z1Wm442.20Y00ORW.2.4.D.0.-.-.0.L.N	rust-evo-g1-c0-279-109-820-53-117-66	0L	2	-873	106	1	1	0	0
11Z1Wm442.20Y00ORW.2.4.D.0.-.-.0.L.N	rust-handcrafted-g0	0L	2	-865	106	1	1	0	0
11Z1Wo00E.20009yVm.1.0.L.W0.J.I.1.D.Y	rust-handcrafted-g0	0Z	2	-11815	179	1	0	1	0
11Z1Wo0WB.20208yVm.0.0.L.0.J.8.0.D.W	rust-evo-g1-c0-279-109-820-53-117-66	0p	2	-13110	1304	1	0	1	0
11Z1Wo0WB.20Y08yRm.0.0.D.0.J.-.0.L.V	rust-handcrafted-g0	Ri	2	10835	1133	1	1	0	0
11Z1Wo0WE.20208yVm.0.0.D.0.2.8.0.L.X	rust-handcrafted-g0	Y4	2	11075	1079	1	1	0	0
11Z1Wo0WE.20W08yVm.0.0.D.0.J.8.0.L.X	rust-evo-g1-c0-279-109-820-53-117-66	Rs	2	12739	1049	1	1	0	0
11Z1Wo0WE.218yVm.0.0.L.0.2.O.0.D.Y	rust-evo-g1-c0-279-109-820-53-117-66	1q	2	-13378	1369	1	0	1	0
11Z1Wp0WC.218yVm.0.0.D.0.I.O.0.L.Z	rust-handcrafted-g0	6e	2	11315	999	1	1	0	0
11Z1Wp0WC.618yTm.0.0.L.0.I.W.0.D.a	rust-evo-g1-c0-279-109-820-53-117-66	Wi	2	-13495	1102	1	0	1	0
11ZXWo00E.20009yVm.0.0.D.0.-.I.0.L.Z	rust-evo-g1-c0-279-109-820-53-117-66	6J	2	999999964	809	1	1	0	0
131WuqGC.-mmO4210.0.0.D.0.2.6.0.L.1P	rust-evo-g1-c0-279-109-820-53-117-66	W9	2	-53	867	1	0	0	1
131WuqGC.-mmO4210.0.0.D.0.2.e.0.L.1D	rust-evo-g1-c0-279-109-820-53-117-66	5g	2	-53	915	1	0	0	1
131WuqGC.-mmO6200.0.0.D.0.2.J.0.L.1h	rust-evo-g1-c0-279-109-820-53-117-66	B0	2	-53	915	1	0	0	1
131WuqGC.-mmO6200.0.0.L.0.2.J.0.D.1E	rust-handcrafted-g0	3D	2	55	867	1	0	0	1
131WuqGC.-mmO7000.0.0.L.0.2.I.0.D.1i	rust-handcrafted-g0	3D	2	55	867	1	0	0	1
131WuqGC.-mmS3000.0.0.D.0.2.Q.0.L.1J	rust-evo-g1-c0-279-109-820-53-117-66	Et	2	-53	915	1	0	0	1
131WuqGC.-mmS4200.0.0.L.0.2.D.0.D.1o	rust-handcrafted-g0	3D	2	55	867	1	0	0	1
131WuqGC.-mmS6000.0.0.D.0.2.K.0.L.1n	rust-evo-g1-c0-279-109-820-53-117-66	FX	2	-53	867	1	0	0	1
131WuqGC.-mmS6000.0.0.L.0.2.K.0.D.1K	rust-handcrafted-g0	3D	2	55	867	1	0	0	1
131WuqGC.1-WmO4210.0.0.D.0.2.m.0.L.1t	rust-evo-g1-c0-279-109-820-53-117-66	5g	2	-53	915	1	0	0	1
131WuqGC.1-WmO4210.0.0.L.0.2.6.0.D.1c	rust-handcrafted-g0	3D	2	55	867	1	0	0	1
131WuqGC.1-WmO4210.0.0.L.0.2.m.0.D.1Q	rust-handcrafted-g0	3D	2	55	867	1	0	0	1
131WuqGC.1-WmO7000.0.0.D.0.2.I.0.L.1V	rust-evo-g1-c0-279-109-820-53-117-66	GV	2	-53	867	1	0	0	1
131WuqGC.1-WmS3000.0.0.L.0.2.Q.0.D.1W	rust-handcrafted-g0	3D	2	55	867	1	0	0	1
131WuqGC.1-WmS4200.0.0.D.0.2.D.0.L.1b	rust-evo-g1-c0-279-109-820-53-117-66	Kn	2	-53	867	1	0	0	1
131WuqO4.-mmO4210.0.0.L.0.9.6.0.D.1q	rust-handcrafted-g0	2M	2	55	867	1	0	0	1
131WuqO4.-mmO4210.0.0.L.0.9.e.0.D.1e	rust-handcrafted-g0	2M	2	55	867	1	0	0	1
131WuqO4.-mmO6200.0.0.D.0.9.J.0.L.1F	rust-evo-g1-c0-279-109-820-53-117-66	B0	2	-53	915	1	0	0	1
131WuqO4.-mmO7000.0.0.D.0.9.I.0.L.1j	rust-evo-g1-c0-279-109-820-53-117-66	GV	2	-53	867	1	0	0	1
131WuqO4.-mmO7000.0.0.L.0.9.I.0.D.1G	rust-handcrafted-g0	2M	2	55	867	1	0	0	1
131WuqO4.-mmS3000.0.0.L.0.9.Q.0.D.1k	rust-handcrafted-g0	2M	2	55	867	1	0	0	1
131WuqO4.-mmS4200.0.0.D.0.9.D.0.L.1p	rust-evo-g1-c0-279-109-820-53-117-66	Kn	2	-53	867	1	0	0	1
131WuqO4.-mmS4200.0.0.L.0.9.D.0.D.1M	rust-handcrafted-g0	2M	2	55	867	1	0	0	1
131WuqO4.-mmS6000.0.0.D.0.9.K.0.L.1L	rust-evo-g1-c0-279-109-820-53-117-66	FX	2	-53	867	1	0	0	1
131WuqO4.1-WmO4210.0.0.D.0.9.6.0.L.1d	rust-evo-g1-c0-279-109-820-53-117-66	c9	2	-53	867	1	0	0	1
131WuqO4.1-WmO4210.0.0.D.0.9.m.0.L.1R	rust-evo-g1-c0-279-109-820-53-117-66	5g	2	-53	915	1	0	0	1
131WuqO4.1-WmO4210.0.0.L.0.A.6.0.D.1A	rust-handcrafted-g0	2M	2	55	867	1	0	0	1
131WuqO4.1-WmO6200.0.0.D.0.A.D.0.L.19	rust-evo-g1-c0-279-109-820-53-117-66	FQ	2	-53	867	1	0	0	1
131WuqO4.1-WmO6200.0.0.L.0.9.J.0.D.1S	rust-handcrafted-g0	2M	2	55	867	1	0	0	1
131WuqO4.1-WmS3000.0.0.D.0.9.Q.0.L.1X	rust-evo-g1-c0-279-109-820-53-117-66	Et	2	-53	915	1	0	0	1
131WuqO4.1-WmS6000.0.0.L.0.9.K.0.D.1Y	rust-handcrafted-g0	2M	2	55	867	1	0	0	1
131WuqO8.-mmO4210.0.0.D.0.3.6.0.L.1r	rust-evo-g1-c0-279-109-820-53-117-66	W9	2	-53	867	1	0	0	1
131WuqO8.-mmO4210.0.0.D.0.3.e.0.L.1f	rust-evo-g1-c0-279-109-820-53-117-66	5g	2	-53	915	1	0	0	1
131WuqO8.-mmO4210.0.0.L.0.3.6.0.D.1O	rust-handcrafted-g0	7i	2	55	867	1	0	0	1
131WuqO8.-mmO4210.0.0.L.0.3.e.0.D.1C	rust-handcrafted-g0	7i	2	55	867	1	0	0	1
131WuqO8.-mmO6200.0.0.L.0.3.J.0.D.1g	rust-handcrafted-g0	7i	2	55	867	1	0	0	1
131WuqO8.-mmO7000.0.0.D.0.3.I.0.L.1H	rust-evo-g1-c0-279-109-820-53-117-66	GV	2	-53	867	1	0	0	1
131WuqO8.-mmS3000.0.0.D.0.3.Q.0.L.1l	rust-evo-g1-c0-279-109-820-53-117-66	Et	2	-53	915	1	0	0	1
131WuqO8.-mmS3000.0.0.L.0.3.Q.0.D.1I	rust-handcrafted-g0	7i	2	55	867	1	0	0	1
131WuqO8.-mmS4200.0.0.D.0.3.D.0.L.1N	rust-evo-g1-c0-279-109-820-53-117-66	Kn	2	-53	867	1	0	0	1
131WuqO8.-mmS6000.0.0.L.0.3.K.0.D.1m	rust-handcrafted-g0	7i	2	55	867	1	0	0	1
131WuqO8.1-WmO4210.0.0.D.0.3.6.0.L.1B	rust-evo-g1-c0-279-109-820-53-117-66	c9	2	-53	867	1	0	0	1
131WuqO8.1-WmO4210.0.0.L.0.3.m.0.D.1s	rust-handcrafted-g0	7i	2	55	867	1	0	0	1
131WuqO8.1-WmO6200.0.0.D.0.3.J.0.L.1T	rust-evo-g1-c0-279-109-820-53-117-66	B0	2	-53	915	1	0	0	1
131WuqO8.1-WmO7000.0.0.L.0.3.I.0.D.1U	rust-handcrafted-g0	7i	2	55	867	1	0	0	1
131WuqO8.1-WmS4200.0.0.L.0.3.D.0.D.1a	rust-handcrafted-g0	7i	2	55	867	1	0	0	1
131WuqO8.1-WmS6000.0.0.D.0.3.K.0.L.1Z	rust-evo-g1-c0-279-109-820-53-117-66	FX	2	-53	867	1	0	0	1
131Xmi23.UyuM0000.0.0.D.0.1.e.0.L.t	rust-evo-g1-c0-279-109-820-53-117-66	KL	2	-53	915	1	0	0	1
131Xmi23.UyuS0000.0.0.L.0.1.R.0.D.u	rust-handcrafted-g0	Cb	2	55	915	1	0	0	1
131XmiI1.UiyM0000.0.0.D.0.0.P.0.L.r	rust-evo-g1-c0-279-109-820-53-117-66	Pv	2	-53	867	1	0	0	1
131XmiI1.UyuM0000.0.0.L.0.0.e.0.D.s	rust-handcrafted-g0	8S	2	55	867	1	0	0	1
131XmiI8.UiyK8000.0.0.D.0.F.Q.0.L.p	rust-evo-g1-c0-279-109-820-53-117-66	HF	2	-53	915	1	0	0	1
131XmiI8.UiyM0000.0.0.L.0.F.P.0.D.q	rust-handcrafted-g0	34	2	55	867	1	0	0	1
131XmqA1.C4iG8A0U.0.0.D.0.b.-.0.L.X	rust-evo-g1-c0-279-109-820-53-117-66	2D	2	-12591	930	1	0	0	1
131XmqA1.E4iG8A0S.0.0.L.0.b.h.0.D.Y	rust-handcrafted-g0	Jm	2	10155	935	1	0	0	1
131Xu463.UumO4210.0.0.L.0.1.6.0.D.-	rust-handcrafted-g0	0p	2	55	867	1	0	0	1
131Xu463.UymO4200.0.0.D.0.1.D.0.L.z	rust-evo-g1-c0-279-109-820-53-117-66	Tz	2	-53	867	1	0	0	1
131Xu466.-mmO4210.0.0.L.0.2.l.0.D.10	rust-handcrafted-g0	6N	2	55	915	1	0	0	1
131Xu466.UumO4210.0.0.D.0.2.6.0.L._	rust-evo-g1-c0-279-109-820-53-117-66	VN	2	-53	867	1	0	0	1
131XuC46.-mmO4210.0.0.D.0.F.l.0.L.11	rust-evo-g1-c0-279-109-820-53-117-66	5g	2	-53	915	1	0	0	1
131XuC46.-mmO6200.0.0.L.0.F.J.0.D.12	rust-handcrafted-g0	1h	2	55	867	1	0	0	1
131XuCC4.-mmO6100.0.0.L.0.9.C.0.D.14	rust-handcrafted-g0	79	2	55	915	1	0	0	1
131XuCC4.-mmO6200.0.0.D.0.9.J.0.L.13	rust-evo-g1-c0-279-109-820-53-117-66	Aw	2	-53	867	1	0	0	1
131XuS84.-mmO6100.0.0.D.0.G.C.0.L.15	rust-evo-g1-c0-279-109-820-53-117-66	W9	2	-53	915	1	0	0	1
131XuS84.1-WmO6100.0.0.L.0.G.m.0.D.16	rust-handcrafted-g0	CX	2	55	915	1	0	0	1
131Xua23.UyuO4000.0.0.L.0.L.K.0.D.w	rust-handcrafted-g0	1g	2	55	915	1	0	0	1
131Xua23.UyuS0000.0.0.D.0.L.R.0.L.v	rust-evo-g1-c0-279-109-820-53-117-66	K_	2	-53	867	1	0	0	1
131Xua61.UymO4200.0.0.L.0.8.D.0.D.y	rust-handcrafted-g0	Dp	2	55	915	1	0	0	1
131Xua61.UyuO4000.0.0.D.0.8.K.0.L.x	rust-evo-g1-c0-279-109-820-53-117-66	QF	2	-53	867	1	0	0	1
131Xuq84.1-WmO6100.0.0.D.0.H.m.0.L.17	rust-evo-g1-c0-279-109-820-53-117-66	AA	2	-53	867	1	0	0	1
131Xuq84.1-WmO6200.0.0.L.0.H.D.0.D.18	rust-handcrafted-g0	JJ	2	55	915	1	0	0	1
131Yqa31.U4eG884O.0.1.D.200.K.-.1.L.f	rust-evo-g1-c0-279-109-820-53-117-66	0f	2	-12401	159	1	0	0	1
131Yqa31.UaeG884O.0.0.L.0.K.-.0.D.g	rust-handcrafted-g0	5l	2	295	896	1	0	0	1
131Zqa21.UaeG884O.0.0.D.0.O.-.0.L.h	rust-evo-g1-c0-279-109-820-53-117-66	7W	2	-393	930	1	0	0	1
131Zqa21.UieG880O.0.0.L.0.O.d.0.D.i	rust-handcrafted-g0	Kg	2	75	955	1	0	0	1
188C631Wm.KWG8yI10.1.2.D.0.-.-.0.L.P	rust-handcrafted-g0	0c	2	-13030	599	1	0	1	0
188C631Wm.KaG8yI10.1.1.L.0.-.-.0.D.Q	rust-evo-g1-c0-279-109-820-53-117-66	0V	2	13936	90	1	1	0	0
188E631Wm.KWG8yI10.0.2.D.4000000.-.-.1.L.R	rust-handcrafted-g0	0F	2	-12275	114	1	0	1	0
188E631Wm.KWG8yQ10.0.1.L.0.-.-.0.D.S	rust-evo-g1-c0-279-109-820-53-117-66	4R	2	999999971	912	1	1	0	0
1B1Wmq31.E0iG8A4S.0.0.D.0.6.-.0.L.b	rust-evo-g1-c0-279-109-820-53-117-66	2v	2	-12281	1227	1	0	0	1
1B1Wmq31.E4iG8A4O.0.0.L.0.6.c.0.D.c	rust-handcrafted-g0	DQ	2	9770	917	1	0	0	1
1B1WmqA1.E0iG8A0S.0.1.D.4000000.d.h.1.L.Z	rust-evo-g1-c0-279-109-820-53-117-66	08	2	-12711	131	1	0	0	1
1B1WmqA1.E0iG8A4S.0.0.L.0.d.-.0.D.a	rust-handcrafted-g0	7m	2	480	935	1	0	0	1
1B1Yma31.E4eG8A4O.0.1.D.400000.P.c.1.L.d	rust-evo-g1-c0-279-109-820-53-117-66	0k	2	-12398	131	1	0	0	1
1B1Yma31.U4eG8A4O.0.0.L.0.P.-.0.D.e	rust-handcrafted-g0	Uy	2	10525	839	1	0	0	1
1WG839i7.DdiYGG.0.0.D.0.f.T.0.L.Z	rust-evo-g1-c0-279-109-820-53-117-66	HI	2	12748	915	1	0	0	1
1WG839i7.DdiYGG.0.0.D.0.f.T.0.L.Z	rust-handcrafted-g0	8n	2	10945	867	1	0	0	1
1WG839i7.DdyY0G.0.0.L.0.f.M.0.D.a	rust-evo-g1-c0-279-109-820-53-117-66	Xg	2	-12982	887	1	0	0	1
1WG839i7.DtaYGG.0.0.L.0.f.S.0.D.a	rust-handcrafted-g0	8P	2	-11350	935	1	0	0	1
1WWG0.400208.A.B.D.0.-.-.0.L.7	rust-handcrafted-g0	02	2	-570	246	1	0	1	0
1WWG0.40020C.A.A.L.0.-.-.0.D.8	rust-evo-g1-c0-279-109-820-53-117-66	00	2	-226	240	1	1	0	0
1WWG1.40020C.9.A.D.0.-.-.0.L.9	rust-handcrafted-g0	04	2	-405	158	1	0	1	0
1WWG1.40020S.9.9.L.0.-.-.0.D.A	rust-evo-g1-c0-279-109-820-53-117-66	07	2	-64	154	1	1	0	0
1WWI1.40020S.8.9.D.0.-.-.0.L.B	rust-handcrafted-g0	01	2	-590	258	1	0	1	0
1WWI1.40020U.8.8.L.0.-.-.0.D.C	rust-evo-g1-c0-279-109-820-53-117-66	0E	2	-66	146	1	1	0	0
1WaI1.40020U.7.8.D.0.-.-.0.L.D	rust-handcrafted-g0	0S	2	-565	142	1	0	1	0
1WaI1.4G020U.7.7.L.0.-.-.0.D.E	rust-evo-g1-c0-279-109-820-53-117-66	0U	2	149	171	1	1	0	0
2080.20010.C.C.L.0.-.-.0.D.4	rust-evo-g1-c0-279-109-820-53-117-66	02	2	-226	178	1	0	0	1
2080.20010.C.C.L.0.-.-.0.D.4	rust-handcrafted-g0	02	2	-185	178	1	0	0	1
2084.120010.B.B.L.0.-.-.0.D.6	rust-handcrafted-g0	0G	2	30	211	1	0	0	1
2084.20010.B.C.D.0.-.-.0.L.5	rust-evo-g1-c0-279-109-820-53-117-66	0U	2	-507	300	1	0	0	1
2084.20010.B.C.D.0.-.-.0.L.5	rust-handcrafted-g0	0O	2	-460	258	1	0	0	1
