# state	action	visits	wins	losses	draws
108S01.1W20.8.B.D.0.-.-.0.L.B	02	1	0	1	0
108S01.1W24.8.A.L.0.-.-.0.D.C	09	1	1	0	0
108S81.1W24.7.A.D.0.-.-.0.L.D	01	1	0	1	0
108S81.1W26.7.9.L.0.-.-.0.D.E	08	1	1	0	0
108SC1.1W26.6.9.D.0.-.-.0.L.F	0B	1	0	1	0
108SC1.1WY6.6.8.L.0.-.-.0.D.G	0l	1	1	0	0
10C601uSA._0XHa420.0.0.D.0.m.-.0.L.b	6R	1	0	1	0
10C601uSA._0XHc400.0.0.L.0.m.J.0.D.c	FC	1	1	0	0
10E3WOCC.G20mJWG1.1.4.D.0.-.-.0.L.R	0e	1	0	1	0
10E3WOCC.GI0mJWG1.1.3.L.0.-.-.0.D.S	0Q	1	1	0	0
10E7WOCC.GI0mJWG1.0.3.D.0.-.-.0.L.T	0f	1	0	1	0
10E7WOCC.Go0mJWG1.0.2.L.0.-.-.0.D.U	3p	1	1	0	0
10G0000.4000000.C.D.D.0.-.-.0.L.3	07	1	1	0	0
10G0000.4000020.C.C.L.0.-.-.0.D.4	06	1	0	1	0
10G00000.200000.C.D.D.0.-.-.0.L.3	0R	1	0	1	0
10G00000.280000.C.C.L.0.-.-.0.D.4	0K	1	1	0	0
10G00000.40000000.C.D.D.0.-.-.0.L.3	00	1	1	0	0
10G00000.40000001.C.C.L.0.-.-.0.D.4	03	1	0	1	0
10G00008.40000001.B.C.D.0.-.-.0.L.5	09	1	1	0	0
10G00008.40000081.B.B.L.0.-.-.0.D.6	0B	1	0	1	0
10G000W8.40000081.A.B.D.0.-.-.0.L.7	01	1	1	0	0
10G000W8.40000083.A.A.L.0.-.-.0.D.8	0I	1	0	1	0
10G0010.4000020.B.C.D.0.-.-.0.L.5	0b	1	1	0	0
10G0010.6000020.B.B.L.0.-.-.0.D.6	0Z	1	0	1	0
10G010W8.40000083.9.A.D.0.-.-.0.L.9	02	1	1	0	0
10G010W8.40000087.9.9.L.0.-.-.0.D.A	04	1	0	1	0
10G010WO.40000087.8.9.D.0.-.-.0.L.B	0a	1	1	0	0
10G010WO.41000087.8.8.L.0.-.-.0.D.C	0P	1	0	1	0
10G04000.200000.B.D.D.80000.-.-.1.L.5	05	1	0	1	0
10G04000.20000W.B.C.L.0.-.-.0.D.6	00	1	1	0	0
10G04001.20000W.A.C.D.0.-.-.0.L.7	06	1	0	1	0
10G04001.20001W.A.B.L.0.-.-.0.D.8	07	1	1	0	0
10G04021.20001W.9.B.D.0.-.-.0.L.9	0R	1	0	1	0
10G04021.28001W.9.A.L.0.-.-.0.D.A	08	1	1	0	0
10G04061.28001W.8.A.D.0.-.-.0.L.B	01	1	0	1	0
10G04061.28001Y.8.9.L.0.-.-.0.D.C	09	1	1	0	0
10G040E1.28001Y.7.9.D.0.-.-.0.L.D	02	1	0	1	0
10G040E1.28001c.7.8.L.0.-.-.0.D.E	0F	1	1	0	0
10G048E1.28001c.6.8.D.0.-.-.0.L.F	0L	1	0	1	0
10G048E1.28801c.6.7.L.0.-.-.0.D.G	0Z	1	1	0	0
10G210WO.41000087.7.8.D.0.-.-.0.L.D	0H	1	1	0	0
10G210WO.41000W87.7.7.L.0.-.-.0.D.E	0J	1	0	1	0
10G230WO.41000W87.6.7.D.0.-.-.0.L.F	0A	1	1	0	0
10G230WO.41000WO7.6.6.L.0.-.-.0.D.G	0C	1	0	1	0
10G231WO.41000WO7.5.6.D.0.-.-.0.L.H	0j	1	1	0	0
10G231WO.C1000WO7.5.5.L.0.-.-.0.D.I	0Z	1	0	1	0
10G40G.H0004.A.B.D.0.-.-.0.L.7	03	1	0	1	0
10G40G.H000C.A.A.L.0.-.-.0.D.8	05	1	1	0	0
10G40m.H000C.9.A.D.0.-.-.0.L.9	0D	1	0	1	0
10G40m.H020C.9.9.L.0.-.-.0.D.A	0B	1	1	0	0
10G4Wm.H020C.8.9.D.0.-.-.0.L.B	0A	1	0	1	0
10G4Wm.H02GC.8.8.L.0.-.-.0.D.C	0C	1	1	0	0
10G5Wm.H02GC.7.8.D.0.-.-.0.L.D	00	1	0	1	0
10G5Wm.H02GD.7.7.L.0.-.-.0.D.E	0H	1	1	0	0
10G630i0Y.O61mw1A0.3.0.L.G00.-.-.1.D.S	0A	1	0	1	0
10G630i0Y.O61mw1e0.3.0.L.G0.-.B.1.D.U	0G	1	0	1	0
10G630iGY.O61mw1A0.2.0.D.0.-.-.0.L.T	6J	1	1	0	0
10G630q0Y.O61mQ1i0.3.0.L.800.-.8.1.D.W	0A	1	0	1	0
10G630qGY.O61mQ1i0.2.0.D.0.-.8.0.L.X	7v	1	1	0	0
10G630qGY.O61mQ9a0.2.0.L.0.-.F.0.D.Y	0I	1	0	1	0
10G630y0Y.O61mQ1A0.2.1.D.0.-.-.0.L.R	0N	1	1	0	0
10G630y0Y.O61mw1e0.2.0.D.0.-.B.0.L.V	IW	1	1	0	0
10G631q0Y.O61mO9i0.2.0.L.G0.-.9.1.D.a	0J	1	0	1	0
10G631qGY.O61mQ9a0.1.0.D.0.-.F.0.L.Z	FT	1	1	0	0
10G633q0Y.861mOAj0.1.0.L.100.-.D.1.D.e	0d	1	0	1	0
10G633q0Y.O61mO8i0.1.1.D.100.-.9.1.L.b	06	1	1	0	0
10G633q0Y.O61mO8j0.1.0.L.0.-.-.0.D.c	0C	1	0	1	0
10G633r0Y.O61mO8j0.0.0.D.0.-.-.0.L.d	aC	1	1	0	0
10G66336m.e0010WPF.0.3.D.800000.e.-.1.L.V	0G	1	0	1	0
10G66336m.e0010mPF.0.2.L.0.e.-.0.D.W	6f	1	1	0	0
10GE6334m.e0010mPF.0.2.D.0.X.-.0.L.X	0N	1	0	1	0
10GE6334m.e001WmPF.0.1.L.0.X.-.0.D.Y	4U	1	1	0	0
10GOA9mOC.e660m0aJ.0.1.D.W000000.Y.-.1.L.b	0k	1	0	1	0
10GOA9mOC.u660m0aJ.0.0.L.0.Y.-.0.D.c	HV	1	1	0	0
10GbWm.400H02GD.6.6.L.0.-.-.0.D.G	0k	1	1	0	0
10GbWm.H02GD.6.7.D.0.-.-.0.L.F	0i	1	0	1	0
10KOC63m.73GeF.1.2.D.0.-.-.0.L.V	0e	2	2	0	0
10KOC63m.G073GeF.1.1.L.0.-.-.0.D.W	0f	2	0	2	0
10O633q0Y.821mOBj0.0.0.L.0.-.C.0.D.g	2B	1	0	1	0
10O633q0Y.861mOAj0.0.0.D.0.-.D.0.L.f	U3	1	1	0	0
10O8A9mOC.ec20m0aJ.0.1.D.0.X.-.0.L.Z	0W	1	0	1	0
10O8A9mOC.ec60m0aJ.0.0.L.0.X.-.0.D.a	VA	1	1	0	0
10OG89qOC.e624m04J.0.2.D.W000000.-.-.1.L.V	0B	1	0	1	0
10OG89qOC.e624m0aJ.0.1.L.0.-.-.0.D.W	Bu	1	1	0	0
10OGA9mOC.e620m0aJ.0.2.D.40000.P.-.1.L.X	0f	1	0	1	0
10OGA9mOC.ec20m0aJ.0.1.L.0.P.-.0.D.Y	RK	1	1	0	0
10W.4.C.D.D.0.-.-.0.L.3	0R	1	0	1	0
10W.80004.C.C.L.0.-.-.0.D.4	0J	1	1	0	0
10W00080.O00000.B.C.D.0.-.-.0.L.5	0L	1	1	0	0
10W00080.O08000.B.B.L.0.-.-.0.D.6	0S	1	0	1	0
10W000gH.1C000eK06.7.5.L.G000.-.-.1.D.I	0F	1	1	0	0
10W008gH.1C000eK06.6.5.D.0.-.-.0.L.J	08	1	0	1	0
10W008gH.1C000eK46.6.4.L.0.-.-.0.D.K	0M	1	1	0	0
10W0800W.80080000.A.C.D.G0000.-.-.1.L.7	00	1	0	1	0
10W0800W.80080001.A.B.L.0.-.-.0.D.8	0S	1	1	0	0
10W084.200000W.A.C.D.0.-.-.0.L.7	0i	1	0	1	0
10W084.4200000W.A.B.L.0.-.-.0.D.8	0G	1	1	0	0
10W0G02H.1C0000K06.8.7.L.800.-.-.1.D.E	09	1	1	0	0
10W0G0AH.1C0000K06.7.7.D.0.-.-.0.L.F	0L	1	0	1	0
10W0G0AH.1C0008K06.7.6.L.0.-.-.0.D.G	0B	1	1	0	0
10W0G0gH.1C0008K06.6.6.D.0.-.-.0.L.H	0N	1	0	1	0
10W0G800.1C0000000.A.B.D.0.-.-.0.L.7	01	1	0	1	0
10W0G800.1C0000002.A.A.L.0.-.-.0.D.8	00	1	1	0	0
10W0G8001.H5W00000.9.9.D.0.-.-.0.L.B	0b	1	0	1	0
10W0G8001.H7W00000.9.8.L.0.-.-.0.D.C	0X	1	1	0	0
10W0G801.1C0000002.9.A.D.0.-.-.0.L.9	02	1	0	1	0
10W0G801.1C0000006.9.9.L.0.-.-.0.D.A	07	1	1	0	0
10W0G821.1C0000006.8.9.D.0.-.-.0.L.B	0E	1	0	1	0
10W0G821.1C0000406.8.8.L.0.-.-.0.D.C	04	1	1	0	0
10W0G82H.1C0000406.7.8.D.0.-.-.0.L.D	0G	1	0	1	0
10W0G8gH.1C000eK46.5.4.D.0.-.-.0.L.L	0P	1	0	1	0
10W0G8gH.1C002eK46.5.3.L.0.-.-.0.D.M	0I	1	1	0	0
10W0G8wH.1C002gq46.4.1.L.1000.-.-.1.D.Q	03	1	1	0	0
10W0G8wP.1C002gq46.3.1.D.0.-.-.0.L.R	0D	1	0	1	0
10W0G8wP.1C002gs46.3.0.L.0.-.-.0.D.S	0I	1	1	0	0
10W0H8gH.1C002eK46.4.3.D.0.-.-.0.L.N	0H	1	0	1	0
10W0H8gH.1C002eq46.4.2.L.0.-.-.0.D.O	0A	1	1	0	0
10W0H8wH.1C002eq46.3.2.D.0.-.-.0.L.P	0J	1	0	1	0
10W0H8wP.1C002gs46.2.0.D.0.-.-.0.L.T	2h	1	0	1	0
10W0H8wP.1C003gs42.2.0.L.0.-.O.0.D.U	0S	1	1	0	0
10W10008.800G8000.A.B.D.0.-.-.0.L.7	0T	1	1	0	0
10W10008.800m8000.A.A.L.0.-.-.0.D.8	0V	1	0	1	0
10W1000e.805m8000.9.8.L.200000.-.-.1.D.C	00	1	0	1	0
10W1000f.805m8000.8.8.D.0.-.-.0.L.D	0X	1	1	0	0
10W1000f.80Dm8000.8.7.L.0.-.-.0.D.E	0N	1	0	1	0
10W1W00f.80Dm8000.7.7.D.0.-.-.0.L.F	0b	1	1	0	0
10W1W00f.82Dm8000.7.6.L.0.-.-.0.D.G	0M	1	0	1	0
10W1m00f.82Dm8000.6.6.D.0.-.-.0.L.H	0a	1	1	0	0
10W1m00f.83Dm8000.6.5.L.0.-.-.0.D.I	0Q	1	0	1	0
10W351rWm.-0GG02GD.0.2.D.0.f.-.0.L.V	09	1	0	1	0
10W351rWm.-0GG02OD.0.1.L.0.f.-.0.D.W	DS	1	1	0	0
10W3D1bWm.-00G02OD.0.2.D.G00000.R.-.1.L.X	06	1	0	1	0
10W3D1bWm.-00G02PD.0.1.L.0.R.-.0.D.Y	C1	1	1	0	0
10W4000.G80000.B.C.D.0.-.-.0.L.5	08	1	0	1	0
10W4000.G80040.B.B.L.0.-.-.0.D.6	0D	1	1	0	0
10W4200.G80040.A.B.D.0.-.-.0.L.7	0Q	1	0	1	0
10W4200.GC0040.A.A.L.0.-.-.0.D.8	04	1	1	0	0
10W420G.GC0040.9.A.D.0.-.-.0.L.9	0P	1	0	1	0
10W420G.GE0040.9.9.L.0.-.-.0.D.A	0M	1	1	0	0
10W5m00f.83Dm8000.5.5.D.0.-.-.0.L.J	0e	1	1	0	0
10W5m00f.8JDm8000.5.4.L.0.-.-.0.D.K	0f	1	0	1	0
10W8G8001.H7W00000.8.8.D.0.-.-.0.L.D	0d	1	0	1	0
10W8G8001.HFW00000.8.7.L.0.-.-.0.D.E	0Q	1	1	0	0
10W8K8001.HFW00000.7.7.D.0.-.-.0.L.F	0C	1	0	1	0
10W8K8001.HFW00100.7.6.L.0.-.-.0.D.G	0B	1	1	0	0
10W8K8001.HFW001G0.7.5.L.W0.-.-.1.D.I	0U	1	1	0	0
10W8K80W1.HFW00100.6.6.D.0.-.-.0.L.H	0A	1	0	1	0
10W94WG84.47W0001W.5.7.D.0.-.-.0.L.H	04	1	1	0	0
10W94WG84.47W0001m.5.6.L.0.-.-.0.D.I	0g	1	0	1	0
10W9K8001.HFW001G0.6.5.D.0.-.-.0.L.J	0i	1	0	1	0
10W9K8001.LFW001G0.6.4.L.0.-.-.0.D.K	0B	1	1	0	0
10W9K80W1.LFW001G0.5.4.D.0.-.-.0.L.L	06	1	0	1	0
10W9K80W1.LFW001H0.5.3.L.0.-.-.0.D.M	0I	1	1	0	0
10W9K90W1.LFW001H0.4.3.D.0.-.-.0.L.N	04	1	0	1	0
10W9K90W1.LFW001HG.4.2.L.0.-.-.0.D.O	05	1	1	0	0
10W9K90WX.LFW001HG.3.2.D.0.-.-.0.L.P	0J	1	0	1	0
10W9K90WX.LFW021HG.3.1.L.0.-.-.0.D.Q	0K	1	1	0	0
10W9KD0WX.LFW001HG.2.2.D.2000.-.-.1.L.R	03	1	0	1	0
10W9KD0WX.LFW001HO.2.1.L.0.-.-.0.D.S	0Y	1	1	0	0
10WCB3WO6.8C3m00WO.0.4.D.0.-.-.0.L.T	00	1	0	1	0
10WCB3WO6.8C3m00WP.0.3.L.0.-.-.0.D.U	24	1	1	0	0
10WG.6000.B.C.D.0.-.-.0.L.5	0H	1	1	0	0
10WG.G010.B.C.D.0.-.-.0.L.5	05	1	0	1	0
10WG.G01W.B.B.L.0.-.-.0.D.6	03	1	1	0	0
10WG0080.O08000.A.B.D.0.-.-.0.L.7	0E	1	1	0	0
10WG0080.O08400.A.A.L.0.-.-.0.D.8	0Q	1	0	1	0
10WG800W.80080001.9.B.D.0.-.-.0.L.9	01	1	0	1	0
10WG800W.80080003.9.A.L.0.-.-.0.D.A	0C	1	1	0	0
10WG810W.80080003.8.A.D.0.-.-.0.L.B	06	1	0	1	0
10WG810W.80080013.8.9.L.0.-.-.0.D.C	04	1	1	0	0
10WG810m.80080013.7.9.D.0.-.-.0.L.D	0M	1	0	1	0
10WG810m.8008G013.7.8.L.0.-.-.0.D.E	0O	1	1	0	0
10WG84.4200000W.9.B.D.0.-.-.0.L.9	0a	1	0	1	0
10WG84.4300000W.9.A.L.0.-.-.0.D.A	0k	1	1	0	0
10WGC4C2.1WoO20.5.6.D.0.-.-.0.L.J	00	1	0	1	0
10WGC4C2.1WoO21.5.5.L.0.-.-.0.D.K	02	1	1	0	0
10WGC4C6.1WoO21.4.5.D.0.-.-.0.L.L	0I	1	0	1	0
10WGC4C6.1WpO21.4.4.L.0.-.-.0.D.M	0D	1	1	0	0
10WGC6C6.1WpO21.3.4.D.0.-.-.0.L.N	06	1	0	1	0
10WGC6C6.1WpO31.3.3.L.0.-.-.0.D.O	0A	1	1	0	0
10WGC6S6.1WpO31.2.3.D.0.-.-.0.L.P	0O	1	0	1	0
10WGC6S6.1XpO31.2.2.L.0.-.-.0.D.Q	0R	1	1	0	0
10WGH8wP.1C003gs42.1.0.D.0.-.O.0.L.V	Fq	1	0	1	0
10WGH8wP.1C043es42.1.0.L.0.-.W.0.D.W	02	1	1	0	0
10WGH8wT.1C043es40.0.1.D.2.-.W.1.L.X	0Q	1	0	1	0
10WGH8wT.1C047es40.0.0.L.0.-.-.0.D.Y	9f	1	1	0	0
10WH810m.8008G013.6.8.D.0.-.-.0.L.F	0B	1	0	1	0
10WH810m.8008G0X3.6.7.L.0.-.-.0.D.G	0I	1	1	0	0
10WH910m.8008G013.5.8.D.W0.-.-.1.L.H	0N	1	0	1	0
10WH910m.8008m013.5.7.L.0.-.-.0.D.I	0P	1	1	0	0
10WJ910m.8008m013.4.7.D.0.-.-.0.L.J	0U	1	0	1	0
10WJ910m.8018m013.4.6.L.0.-.-.0.D.K	0B	1	1	0	0
10WJ91Wm.8018m013.3.6.D.0.-.-.0.L.L	0b	1	0	1	0
10WJ91Wm.8218m013.3.5.L.0.-.-.0.D.M	0W	1	1	0	0
10WJD1XWm.-00G02PD.0.1.D.0.Y.-.0.L.Z	0X	1	0	1	0
10WJD1XWm.-08G02PD.0.0.L.0.Y.-.0.D.a	48	1	1	0	0
10WK0080.GO08400.9.9.L.0.-.-.0.D.A	00	1	0	1	0
10WK0080.O08400.9.A.D.0.-.-.0.L.9	0e	1	1	0	0
10WK0081.GO08400.8.9.D.0.-.-.0.L.B	0M	1	1	0	0
10WK0081.GO0O400.8.8.L.0.-.-.0.D.C	0R	1	0	1	0
10WK20G.GE0040.8.9.D.0.-.-.0.L.B	07	1	0	1	0
10WK20G.GE0060.8.8.L.0.-.-.0.D.C	00	1	1	0	0
10WK20H.GE0060.7.8.D.0.-.-.0.L.D	0E	1	0	1	0
10WK20H.GE0460.7.7.L.0.-.-.0.D.E	0H	1	1	0	0
10WKC21.U00046.6.7.D.0.-.-.0.L.F	0G	1	0	1	0
10WKC21.U00G46.6.6.L.0.-.-.0.D.G	0h	1	1	0	0
10WKY0H.GE0460.6.7.D.0.-.-.0.L.F	09	1	0	1	0
10WKY0H.GE04E0.6.6.L.0.-.-.0.D.G	0h	1	1	0	0
10WO.800G01W.A.A.L.0.-.-.0.D.8	0P	1	1	0	0
10WO.G01W.A.B.D.0.-.-.0.L.7	0d	1	0	1	0
10WO6.1m000O.8.9.D.0.-.-.0.L.B	0V	1	0	1	0
10WO6.3m000O.8.8.L.0.-.-.0.D.C	0c	1	1	0	0
10WOC6S6.1XpO31.1.2.D.0.-.-.0.L.R	0H	1	0	1	0
10WOC6S6.1Xpu31.1.1.L.0.-.-.0.D.S	0B	1	1	0	0
10WOC6y6.1Xpu31.0.1.D.0.-.-.0.L.T	0f	1	0	1	0
10WOC6y6.W1Xpu31.0.0.L.0.-.-.0.D.U	9k	1	1	0	0
10WPKD0WX.LFW001HO.1.1.D.0.-.-.0.L.T	0J	1	0	1	0
10WPKD0WX.LFW021HO.1.0.L.0.-.-.0.D.U	0D	1	1	0	0
10WPKD2WX.LFW020HO.0.1.D.100.-.-.1.L.V	09	1	0	1	0
10WPKD2WX.LFW020PO.0.0.L.0.-.-.0.D.W	0z	1	1	0	0
10WPKD3WW.LFW000PO.0.1.D.2000.C.-.1.L.X	0j	1	0	1	0
10WPKD3WW.TFW000PO.0.0.L.0.C.-.0.D.Y	9V	1	1	0	0
10WS0081.GO0O400.7.8.D.0.-.-.0.L.D	0f	1	1	0	0
10WS0081.mO0O400.7.7.L.0.-.-.0.D.E	0T	1	0	1	0
10WmH8QT.1C047es40.0.0.D.0.T.-.0.L.Z	Hb	1	0	1	0
10WmH8QT.1i047Ws40.0.0.L.0.T.l.0.D.a	2e	1	1	0	0
10WmP8QP.1i047Wo40.0.1.D.400.L.l.1.L.b	0V	1	0	1	0
10WmP8QP.1i067Wo40.0.0.L.0.L.-.0.D.c	3I	1	1	0	0
10WqQC.S00843.4.7.D.0.-.-.0.L.J	0T	1	0	1	0
10WqQC.SW0843.4.6.L.0.-.-.0.D.K	0V	1	1	0	0
10Wy0081.mO0O400.6.7.D.0.-.-.0.L.F	0F	1	1	0	0
10Wy0081.mO0OC00.6.6.L.0.-.-.0.D.G	05	1	0	1	0
10Wy008X.mO0OC00.5.6.D.0.-.-.0.L.H	0N	1	1	0	0
10Wy008X.mO0uC00.5.5.L.0.-.-.0.D.I	0U	1	0	1	0
10Wy008X.oO0uC00.5.4.L.100000.-.-.1.D.K	0G	1	0	1	0
10Wy008X.oO0ui00.5.3.L.G00.-.-.1.D.M	0U	1	0	1	0
10Wy0G8X.oO0uC00.4.4.D.0.-.-.0.L.L	0H	1	1	0	0
10X-008X.oO0uy00.3.2.D.0.-.-.0.L.P	0J	1	1	0	0
10X0000WH.UX00000.8.8.D.0.-.-.0.L.D	0P	1	1	0	0
10X0000WH.UX20000.8.7.L.0.-.-.0.D.E	0Y	1	0	1	0
10XG000WH.UX20000.7.7.D.0.-.-.0.L.F	0Q	1	1	0	0
10XG000WH.UX60000.7.6.L.0.-.-.0.D.G	0X	1	0	1	0
10XO000WH.UX60000.6.6.D.0.-.-.0.L.H	0I	1	1	0	0
10XO000WH.UX61000.6.5.L.0.-.-.0.D.I	0W	1	0	1	0
10XS000WH.UX61000.5.5.D.0.-.-.0.L.J	0D	1	1	0	0
10XS000WH.UX61200.5.4.L.0.-.-.0.D.K	0R	1	0	1	0
10XS800WH.UX61200.4.4.D.0.-.-.0.L.L	0J	1	1	0	0
10XS800WH.UX63200.4.3.L.0.-.-.0.D.M	01	1	0	1	0
10XS800WJ.UX63200.3.3.D.0.-.-.0.L.N	0E	1	1	0	0
10XS800WJ.UX63600.3.2.L.0.-.-.0.D.O	0G	1	0	1	0
10XS80GWJ.UX63600.2.2.D.0.-.-.0.L.P	0C	1	1	0	0
10XS80GWJ.UX63700.2.1.L.0.-.-.0.D.Q	06	1	0	1	0
10XS80GXJ.UX63700.1.1.D.0.-.-.0.L.R	0K	1	1	0	0
10XS80GXJ.UX67700.1.0.L.0.-.-.0.D.S	0V	1	0	1	0
10XS80GXJ.UX77300.1.0.L.200000.-.O.1.D.U	0T	1	0	1	0
10XSe0GXJ.MZ77300.0.0.L.0.-.V.0.D.W	9t	1	0	1	0
10XSe0GXJ.UX77300.0.0.D.0.-.O.0.L.V	V7	1	1	0	0
10XU80GXJ.UX67700.0.0.D.0.-.-.0.L.T	Bt	1	1	0	0
10Xu10eX.oO5uy00.3.0.L.20000.-.Q.1.D.U	0a	1	0	1	0
10Xw008X.oO0wy00.4.1.L.40000.-.-.1.D.Q	0I	1	0	1	0
10Xw108X.oO0wy00.3.1.D.0.-.-.0.L.R	0O	1	1	0	0
10Xw108X.oO1wy00.3.0.L.0.-.-.0.D.S	0B	1	0	1	0
10Xw10eX.oO1wy00.2.0.D.0.-.-.0.L.T	Fk	1	1	0	0
10Xy008X.mO0uC00.4.5.D.0.-.-.0.L.J	0b	1	1	0	0
10Xy008X.oO0ui00.4.3.D.0.-.-.0.L.N	0G	1	1	0	0
10Xy008X.oO0uy00.4.2.L.0.-.-.0.D.O	0P	1	0	1	0
10Y10008.800m8000.9.A.D.0.-.-.0.L.9	0U	1	1	0	0
10Y10008.801m8000.9.9.L.0.-.-.0.D.A	05	1	0	1	0
10Y1000e.801m8000.8.9.D.0.-.-.0.L.B	0W	1	1	0	0
10ZMZ1WO.1y1000mO7.0.1.D.0.V.-.0.L.V	0T	1	1	0	0
10ZMZ1WO.1y10W0mO7.0.0.L.0.V.-.0.D.W	Iz	1	0	1	0
10a615bW.1-2GXW02H.2.0.L.1000000.-.-.1.D.S	0S	1	0	1	0
10aJ91Wm.8218m013.2.5.D.0.-.-.0.L.N	0H	1	0	1	0
10aJ91Wm.8218mW13.2.4.L.0.-.-.0.D.O	0A	1	1	0	0
10aJ91mm.8218m013.1.5.D.W00.-.-.1.L.P	0e	1	0	1	0
10aJ91mm.8I18m013.1.4.L.0.-.-.0.D.Q	0F	1	1	0	0
10aJ91mm.8I18m053.1.3.L.800.-.-.1.D.S	0f	1	1	0	0
10aJ99mm.8I18m013.0.4.D.0.-.-.0.L.R	08	1	0	1	0
10aM15bW.1-2GXW02H.1.0.D.0.-.-.0.L.T	4J	1	1	0	0
10aM15bW.1-2HXW021.1.0.L.0.-.U.0.D.U	0L	1	0	1	0
10aM21Ou0._GWSWY00.1.0.L.800000.B.e.1.D.w	0d	1	1	0	0
10aM95XW.1-21XW0A1.1.0.L.40.-.9.1.D.W	0a	1	0	1	0
10aM95bW.1-2HXW021.0.0.D.0.-.U.0.L.V	Qy	1	1	0	0
10aU21Ou0._0WTWY00.0.0.D.0.B.R.0.L.v	Jn	1	0	1	0
10eK3uC21.J30W03b4.0.2.D.G000000.f.-.1.L.n	0G	1	0	1	0
10eK3uC21.J30W0Jb4.0.1.L.0.f.-.0.D.o	Cn	1	1	0	0
10i600uSA._0XHc400.0.0.D.0.f.J.0.L.d	Bu	1	0	1	0
10i600uSA._0XJc000.0.0.L.0.f.P.0.D.e	1q	1	1	0	0
10i601uO8._0XLc000.1.0.L.20000.P.Q.1.D.i	0T	1	1	0	0
10i601uS8._0XHc000.0.1.D.20000.I.P.1.L.f	00	1	0	1	0
10i601uS8._0XHc001.0.0.L.0.I.-.0.D.g	7I	1	1	0	0
10i621uO8._0XHc001.0.0.D.0.P.-.0.L.h	1B	1	0	1	0
10i6W1uO8._0WLc000.0.1.D.100000.-.Q.1.L.j	0X	1	0	1	0
10i6W1uO8._0eLc000.0.0.L.0.-.-.0.D.k	EQ	1	1	0	0
10i6Y1OO0._0eLY200.1.0.L.G000000.P.X.1.D.o	0K	1	1	0	0
10i6Y5OO0._0eLW200.0.1.D.2000.-.X.1.L.p	0e	1	0	1	0
10i6Y5OO0._GeLW200.0.0.L.0.-.-.0.D.q	Gd	1	1	0	0
10iI94mP.1UAG0G11a.0.1.D.20.0.k.1.L.d	01	1	0	1	0
10iI94mP.1UAG0G11c.0.0.L.0.0.-.0.D.e	3B	1	1	0	0
10iM01Ou0._0WTWY00.1.0.L.20000.-.-.1.D.y	03	1	1	0	0
10iM01Ou8._0WTWY00.0.0.D.0.-.-.0.L.z	B7	1	0	1	0
10iM01Ou8._0WVWW00.0.0.L.0.-.P.0.D.-	Et	1	1	0	0
10iM04Ou8._0WNWW00.0.1.D.80000.K.P.1.L._	04	1	0	1	0
10iM04Ou8._0WNWW0G.0.0.L.0.K.-.0.D.10	85	1	1	0	0
10iM21Ou0._0WSWY00.0.1.D.G000000.-.e.1.L.x	0O	1	0	1	0
10iM34mO.1EAG1G11a.0.1.D.8000.E.-.1.L.Z	07	1	0	1	0
10iM34mO.1EAG1G13a.0.0.L.0.E.-.0.D.a	Ff	1	1	0	0
10iM3GmO.1E8G1O11a.0.1.D.0.S.-.0.L.X	0b	1	0	1	0
10iM3GmO.1EAG1O11a.0.0.L.0.S.-.0.D.Y	DF	1	1	0	0
10iM84Om8._0WMWW1G.0.0.L.0.R.6.0.D.12	Cn	1	1	0	0
10iM84Om8._0WNWW0G.0.0.D.0.R.-.0.L.11	JF	1	0	1	0
10iM94mO.1EAG1G13a.0.0.D.0.L.-.0.L.b	Jt	1	0	1	0
10iM94mO.1UAG0G13a.0.0.L.0.L.k.0.D.c	Kh	1	1	0	0
10iMY1OO0._GWLW200.0.1.D.800000.Y.-.1.L.r	0H	1	0	1	0
10iMY1OO0._GWLWY00.0.0.L.0.Y.-.0.D.s	NV	1	1	0	0
10iU21OO0._0WTWY00.0.0.L.0.X.R.0.D.u	Up	1	1	0	0
10iU21OO0._GWLWY00.0.0.D.0.X.-.0.L.t	Vq	1	0	1	0
10iU84Gm8._0WMWW1G.0.0.D.0.X.6.0.L.13	3w	1	0	1	0
10iU84Gm8._0WMWW1W.0.0.L.0.X.5.0.D.14	DK	1	1	0	0
10iU860m8._0WIWW1W.0.1.D.40000.J.5.1.L.15	04	1	0	1	0
10iU860m8._0WIWW1m.0.0.L.0.J.-.0.D.16	Oi	1	1	0	0
10j63GmO.1E8G1G11a.0.2.D.WW00.G.-.2.L.V	0L	1	0	1	0
10j63GmO.1E8G1O11a.0.1.L.0.G.-.0.D.W	OB	1	1	0	0
10m048E1.28801c.5.7.D.0.-.-.0.L.H	0S	1	0	1	0
10m048E1.2O801c.5.6.L.0.-.-.0.D.I	0N	1	1	0	0
10m0a861.2O8G1c.5.5.L.80.-.-.1.D.K	0H	1	1	0	0
10m0a8E1.2O801c.4.6.D.0.-.-.0.L.J	0G	1	0	1	0
10m0ae61.2O801c.4.6.D.G00.-.-.1.L.L	0E	1	0	1	0
10m0ae61.2O841c.4.5.L.0.-.-.0.D.M	0G	1	1	0	0
10m0au61.2O841c.3.5.D.0.-.-.0.L.N	0M	1	0	1	0
10m0au61.2OO41c.3.4.L.0.-.-.0.D.O	0O	1	1	0	0
