# state	action	visits	wins	losses	draws
1WK210mEJ.S00G8CHi.0.2.D.8000000.e.-.1.L.T	0W	1	0	1	0
1WK210mEJ.S04G8CHi.0.1.L.0.e.-.0.D.U	1O	1	1	0	0
1WKOC63m.10G073GeF.0.0.L.0.-.-.0.D.Y	6f	2	0	2	0
1WKOC63m.G073GeF.0.1.D.0.-.-.0.L.X	0m	2	2	0	0
1WSOC61m.10G073GeF.0.0.D.0.X.-.0.L.Z	7q	2	2	0	0
1WSOC61m.10G073GmF.0.0.L.0.X.A.0.D.a	B-	2	0	2	0
1WUOC21m.10G073GmF.0.0.D.0.V.A.0.L.b	Dm	2	2	0	0
1WUOC21m.1WG0730mF.0.0.L.0.V.l.0.D.c	HS	2	0	2	0
1WW5m00f.8JDm8000.4.4.D.0.-.-.0.L.L	0d	1	1	0	0
1WW5m00f.8RDm8000.4.3.L.0.-.-.0.D.M	0G	1	0	1	0
1WW5mG0f.18RDm8000.3.2.L.0.-.-.0.D.O	01	1	0	1	0
1WW5mG0f.8RDm8000.3.3.D.0.-.-.0.L.N	0m	1	1	0	0
1WW5mG0h.18RDm8000.2.2.D.0.-.-.0.L.P	0c	1	1	0	0
1WW5mG0h.18VDm8000.2.1.L.0.-.-.0.D.Q	0F	1	0	1	0
1WW5mO0h.18VDm8000.1.1.D.0.-.-.0.L.R	0Y	1	1	0	0
1WaJ91mm.8I18m053.0.3.D.0.-.-.0.L.T	0F	1	0	1	0
1WaJ91mm.8I18m853.0.2.L.0.-.-.0.D.U	HT	1	1	0	0
1WmGO.2G7004.7.8.D.0.-.-.0.L.D	0B	1	0	1	0
1WmGO.2G70W4.7.7.L.0.-.-.0.D.E	09	1	1	0	0
1WmO00.K8420.8.9.D.0.-.-.0.L.B	02	1	0	1	0
1WmO00.K8424.8.8.L.0.-.-.0.D.C	0h	1	1	0	0
1WmOO.2G70W4.6.7.D.0.-.-.0.L.F	0c	1	0	1	0
1WmOO.42G70W4.6.6.L.0.-.-.0.D.G	0h	1	1	0	0
1a615bW.1-2G1W02H.2.1.L.0.-.-.0.D.Q	0g	1	0	1	0
1a615bW.1y2G1W02H.2.2.D.0.-.-.0.L.P	0h	1	1	0	0
1aQO421m.1WO0710mF.1.0.L.400000.c.d.1.D.e	0U	2	0	2	0
1aRO421m.1WO0710mF.0.0.D.0.-.d.0.L.f	Jf	2	2	0	0
1aUO421m.1WG0730mF.0.0.D.0.c.l.0.L.d	Fx	2	2	0	0
1eaJ11mm.8218m853.0.3.D.G000000.d.-.1.L.V	0V	1	0	1	0
1eaJ11mm.8238m853.0.2.L.0.d.-.0.D.W	4Z	1	1	0	0
2.0.D.E.D.0.-.-.0.L.1	0C	1	1	0	0
2.0.D.E.D.0.-.-.0.L.1	0J	1	0	1	0
2.0.D.E.D.0.-.-.0.L.1	0T	1	1	0	0
2.0.D.E.D.0.-.-.0.L.1	0i	1	1	0	0
2.100.D.D.L.0.-.-.0.D.2	08	1	0	1	0
2.2000.D.D.L.0.-.-.0.D.2	08	1	1	0	0
2.40000000.D.D.L.0.-.-.0.D.2	0j	1	0	1	0
2.K0000000.D.C.L.80000000.-.-.1.D.4	0g	1	0	1	0
2.W0000.D.D.L.0.-.-.0.D.2	0S	1	0	1	0
20.0.D.E.D.0.-.-.0.L.1	0a	1	1	0	0
20.0.D.E.D.0.-.-.0.L.1	0b	1	0	1	0
20.1000000.D.D.L.0.-.-.0.D.2	0d	1	0	1	0
20.2000000.D.D.L.0.-.-.0.D.2	00	1	1	0	0
200.0.D.E.D.0.-.-.0.L.1	0N	1	1	0	0
200.0.D.E.D.0.-.-.0.L.1	0R	1	0	1	0
200.0.D.E.D.0.-.-.0.L.1	0Y	1	0	1	0
200.0.D.E.D.0.-.-.0.L.1	0a	1	1	0	0
200.1000000.D.D.L.0.-.-.0.D.2	06	1	0	1	0
200.80000.D.D.L.0.-.-.0.D.2	0M	1	1	0	0
200.G00000.D.D.L.0.-.-.0.D.2	0T	1	1	0	0
200.W000.D.D.L.0.-.-.0.D.2	00	1	0	1	0
2000.0.D.E.D.0.-.-.0.L.1	0b	1	1	0	0
2000.2000000.D.D.L.0.-.-.0.D.2	08	1	0	1	0
20000.0.D.E.D.0.-.-.0.L.1	0A	1	0	1	0
20000.0.D.E.D.0.-.-.0.L.1	0H	1	1	0	0
20000.0.D.E.D.0.-.-.0.L.1	0O	1	1	0	0
20000.10000.D.D.L.0.-.-.0.D.2	0I	1	0	1	0
20000.2W00.D.C.L.1000.-.-.1.D.4	0F	1	0	1	0
20000.G0.D.D.L.0.-.-.0.D.2	03	1	1	0	0
20000.W00.D.D.L.0.-.-.0.D.2	0I	1	0	1	0
200000.0.D.E.D.0.-.-.0.L.1	0C	1	0	1	0
200000.0.D.E.D.0.-.-.0.L.1	0Y	1	0	1	0
200000.100.D.D.L.0.-.-.0.D.2	0D	1	1	0	0
200000.G00000.D.D.L.0.-.-.0.D.2	0O	1	1	0	0
2000000.0.D.E.D.0.-.-.0.L.1	0P	1	0	1	0
2000000.20000.D.D.L.0.-.-.0.D.2	0E	1	1	0	0
2000400.20000.C.D.D.0.-.-.0.L.3	0i	1	0	1	0
2000400.40020000.C.C.L.0.-.-.0.D.4	0O	1	1	0	0
200042.GW0000.B.C.D.0.-.-.0.L.5	0S	1	0	1	0
200042.Gm0000.B.B.L.0.-.-.0.D.6	09	1	1	0	0
20008.2WG0.C.B.L.1000.-.-.1.D.6	0h	1	1	0	0
20008.G0.C.D.D.0.-.-.0.L.3	0H	1	0	1	0
20008.WG0.C.C.L.0.-.-.0.D.4	0I	1	1	0	0
2000C2.Gm0000.A.B.D.0.-.-.0.L.7	0U	1	0	1	0
2000C2.Hm0000.A.A.L.0.-.-.0.D.8	04	1	1	0	0
2000CI.8Ho0000.9.8.L.400000.-.-.1.D.C	0j	1	1	0	0
2000CI.Hm0000.9.A.D.0.-.-.0.L.9	0P	1	0	1	0
2000CI.Ho0000.9.9.L.0.-.-.0.D.A	0W	1	1	0	0
2001WmOO.42G70W4.5.6.D.0.-.-.0.L.H	0i	1	0	1	0
2001WmOO.442G70W4.5.5.L.0.-.-.0.D.I	0g	1	1	0	0
200200.100.C.D.D.0.-.-.0.L.3	06	1	0	1	0
200200.110.C.C.L.0.-.-.0.D.4	0K	1	1	0	0
20020008.2WG0.B.B.D.0.-.-.0.L.7	0K	1	0	1	0
20020008.6WG0.B.A.L.0.-.-.0.D.8	0I	1	1	0	0
20021008.6WG0.A.A.D.0.-.-.0.L.9	0d	1	0	1	0
20021008.8006WG0.A.9.L.0.-.-.0.D.A	0E	1	1	0	0
20021408.8006WG0.9.9.D.0.-.-.0.L.B	0G	1	0	1	0
20021408.8006mG0.9.8.L.0.-.-.0.D.C	01	1	1	0	0
2002140A.8006mG0.8.8.D.0.-.-.0.L.D	02	1	0	1	0
2002140A.8006mG4.8.7.L.0.-.-.0.D.E	04	1	1	0	0
2002140Q.8006mG4.7.7.D.0.-.-.0.L.F	0B	1	0	1	0
2002140Q.8006mm4.7.6.L.0.-.-.0.D.G	0D	1	1	0	0
2002160Q.8006mm4.6.6.D.0.-.-.0.L.H	0Q	1	0	1	0
2002160Q.8046mm4.6.5.L.0.-.-.0.D.I	0R	1	1	0	0
2003nCC3.1AW6XoS.2.0.L.400000.-.-.1.D.W	0c	1	0	1	0
20050.8W000.B.C.D.0.-.-.0.L.5	0Q	1	1	0	0
20050.CW000.B.B.L.0.-.-.0.D.6	00	1	0	1	0
20051.CW000.A.B.D.0.-.-.0.L.7	0O	1	1	0	0
200A160Q.8002mm4.5.7.D.44000.-.-.2.L.J	06	1	0	1	0
200A160Q.8002mn4.5.6.L.0.-.-.0.D.K	0K	1	1	0	0
200A460Q.8002mna.5.5.L.1100.-.-.2.D.O	0W	1	1	0	0
200A560Q.8000mn4.4.7.D.2000.-.-.1.L.L	05	1	0	1	0
200A560Q.8000mna.4.6.L.0.-.-.0.D.M	0C	1	1	0	0
200A570Q.8000mna.3.6.D.0.-.-.0.L.N	0J	1	0	1	0
200PEjH.40cU4m0E.1.0.L.0.-.i.0.D.W	0J	1	0	1	0
200PEjH.cU6m0E.1.0.D.0.-.-.0.L.V	G0	1	1	0	0
200RAjm.E0sQ400E.1.0.L.800000.X.-.1.D.c	0a	1	0	1	0
200REjH.40cU4m0E.0.0.D.0.-.i.0.L.X	Di	1	1	0	0
200REjH.60cU4W0E.0.0.L.0.-.h.0.D.Y	0s	1	0	1	0
200REjm.60cU4W0E.0.0.D.0.5.h.0.L.Z	EV	1	1	0	0
200REjm.E0cU400E.0.0.L.0.5.j.0.D.a	C0	1	0	1	0
200WG04.40000.A.D.D.100000.-.-.1.L.7	09	1	0	1	0
200WG04.40080.A.C.L.0.-.-.0.D.8	0U	1	1	0	0
200uK4E.1402a00A1.4.6.L.100000.-.-.1.D.O	0F	1	1	0	0
200uS4E.1402a00A1.3.6.D.0.-.-.0.L.P	0h	1	0	1	0
200uS4E.1602a00A1.3.5.L.0.-.-.0.D.Q	0U	1	1	0	0
201.8W000.C.C.L.0.-.-.0.D.4	0P	1	0	1	0
201.W00.C.D.D.0.-.-.0.L.3	0E	1	1	0	0
201.W000.C.D.D.0.-.-.0.L.3	0R	1	1	0	0
201.a00.C.C.L.0.-.-.0.D.4	07	1	0	1	0
2010400.40020000.B.C.D.0.-.-.0.L.5	0Q	1	0	1	0
2010400.40060000.B.B.L.0.-.-.0.D.6	0N	1	1	0	0
201W400.140060000.A.A.L.0.-.-.0.D.8	00	1	1	0	0
201W400.40060000.A.B.D.0.-.-.0.L.7	0m	1	0	1	0
201W401.140060000.9.A.D.0.-.-.0.L.9	07	1	0	1	0
201W401.140060020.9.9.L.0.-.-.0.D.A	0T	1	1	0	0
201WmO00.K8424.7.8.D.0.-.-.0.L.D	03	1	0	1	0
201WmO00.K842C.7.7.L.0.-.-.0.D.E	0a	1	1	0	0
20201.8W000.B.C.D.0.-.-.0.L.5	0Q	1	1	0	0
20201.CW000.B.B.L.0.-.-.0.D.6	01	1	0	1	0
20203.CW000.A.B.D.0.-.-.0.L.7	0O	1	1	0	0
20210WG8.8600000W.8.A.D.0.-.-.0.L.B	0f	1	0	1	0
20210WG8.8c00000W.8.9.L.0.-.-.0.D.C	0i	1	1	0	0
203.DW000.B.A.L.20000.-.-.1.D.8	0K	1	0	1	0
2040.2000000.C.D.D.0.-.-.0.L.3	0a	1	1	0	0
2040.3000000.C.C.L.0.-.-.0.D.4	0e	1	0	1	0
204200.110.B.C.D.0.-.-.0.L.5	0B	1	0	1	0
204200.1X0.B.B.L.0.-.-.0.D.6	08	1	1	0	0
20421800.6WWG.9.9.D.0.-.-.0.L.B	0G	1	1	0	0
20421800.6mWG.9.8.L.0.-.-.0.D.C	0E	1	0	1	0
20421C00.6mWG.8.8.D.0.-.-.0.L.D	0A	1	1	0	0
20421C00.6mmG.8.7.L.0.-.-.0.D.E	08	1	0	1	0
20421C40.6mmG.7.7.D.0.-.-.0.L.F	0C	1	1	0	0
20421C40.6nmG.7.6.L.0.-.-.0.D.G	01	1	0	1	0
20421C42.6nmG.6.6.D.0.-.-.0.L.H	0T	1	1	0	0
20421C42.W6nmG.6.5.L.0.-.-.0.D.I	0M	1	0	1	0
204240.1X0.A.B.D.0.-.-.0.L.7	05	1	0	1	0
204240.1XW.A.A.L.0.-.-.0.D.8	01	1	1	0	0
204242.1XW.9.A.D.0.-.-.0.L.9	00	1	0	1	0
204242.1XX.9.9.L.0.-.-.0.D.A	02	1	1	0	0
204246.1XX.8.9.D.0.-.-.0.L.B	07	1	0	1	0
204246.1ZX.8.8.L.0.-.-.0.D.C	09	1	1	0	0
2042C6.1ZX.7.8.D.0.-.-.0.L.D	0i	1	0	1	0
2042C6.400001ZX.7.7.L.0.-.-.0.D.E	0F	1	1	0	0
2042HC42.10W6nmG.5.4.L.0.-.-.0.D.K	09	1	0	1	0
2042HC42.10W6nmK.5.3.L.80.-.-.1.D.M	00	1	0	1	0
2042HC42.W6nmG.5.5.D.0.-.-.0.L.J	0a	1	1	0	0
2042HC43.10W6nmK.4.3.D.0.-.-.0.L.N	07	1	1	0	0
2042HC43.10W6noK.4.2.L.0.-.-.0.D.O	09	1	0	1	0
2042HCC2.10W6nmG.4.4.D.0.-.-.0.L.L	02	1	1	0	0
2042HCC3.10W6noK.3.2.D.0.-.-.0.L.P	0N	1	1	0	0
2042HCC3.10WcnoK.3.1.L.0.-.-.0.D.Q	0O	1	0	1	0
2042HCC3.12W6noK.3.1.L.10000.-.-.1.D.S	0N	1	0	1	0
2042nCC3.12W6XoK.2.2.D.G00.-.-.1.L.T	03	1	1	0	0
2042nCC3.12W6XoS.2.1.L.0.-.-.0.D.U	0O	1	0	1	0
2043HCC3.10W6noK.2.2.D.W000.-.-.1.L.R	0V	1	1	0	0
2043nCC3.12W6XoS.1.1.D.0.-.-.0.L.V	0X	1	1	0	0
204A460Q.8002mna.4.5.D.0.-.-.0.L.P	0I	1	0	1	0
204A460Q.8003mna.4.4.L.0.-.-.0.D.Q	0C	1	1	0	0
204A470Q.8003mna.3.4.D.0.-.-.0.L.R	0Q	1	0	1	0
204A470Q.8043mna.3.3.L.0.-.-.0.D.S	0X	1	1	0	0
204AC6.400001ZX.6.7.D.0.-.-.0.L.F	0E	1	0	1	0
204AC6.400005ZX.6.6.L.0.-.-.0.D.G	0G	1	1	0	0
204QC6.400005ZX.5.6.D.0.-.-.0.L.H	0L	1	0	1	0
204QC6.400085ZX.5.5.L.0.-.-.0.D.I	0N	1	1	0	0
206e6bmO.1GwW6W80X.0.1.D.100000.T.-.1.L.j	0O	1	0	1	0
206e6bmO.1GwW7W80X.0.0.L.0.T.-.0.D.k	P1	1	1	0	0
20800.2W00.C.C.D.0.-.-.0.L.5	0K	1	1	0	0
20800.6W00.C.B.L.0.-.-.0.D.6	0I	1	0	1	0
20CA470Q.8043mna.2.3.D.0.-.-.0.L.T	0U	1	0	1	0
20CA470Q.8143mna.2.2.L.0.-.-.0.D.U	0k	1	1	0	0
20Ce6bmO.1G-W3W80X.0.0.L.0.X.-.0.D.m	Nj	1	1	0	0
20Ce6bmO.1GwW3W80X.0.1.D.40000.X.-.1.L.l	0c	1	0	1	0
20G87dmO.1Guf5W80X.0.0.D.0.E.-.0.L.d	1A	1	0	1	0
20G87dmO.1Guf7W80W.0.0.L.0.E.P.0.D.e	F3	1	1	0	0
20GBaYQ.30E7m001.2.3.D.0.-.-.0.L.N	0i	1	1	0	0
20GBaYQ.70E7m001.2.2.L.0.-.-.0.D.O	0T	1	0	1	0
20GmEJ.400G8C1i.4.5.L.0.-.-.0.D.K	0O	1	1	0	0
20GmEJ.G8C1i.4.6.D.0.-.-.0.L.J	0i	1	0	1	0
20K86dmO.1GuX7W80W.0.1.D.800000.W.P.1.L.f	00	1	0	1	0
20K86dmO.1GuX7W80X.0.0.L.0.W.-.0.D.g	BD	1	1	0	0
20K87ZmO.1Guf5W00X.0.1.D.20000.I.O.1.L.b	0F	1	0	1	0
20K87ZmO.1Guf5W80X.0.0.L.0.I.-.0.D.c	PV	1	1	0	0
20M86ZmO.1Guf6W01X.0.0.D.0.-.-.0.L.Z	5l	1	0	1	0
20M86ZmO.1Guf7W00X.0.0.L.0.-.O.0.D.a	Oo	1	1	0	0
20M86bmO.1GuX6W80X.0.1.D.10000.V.-.1.L.h	0b	1	0	1	0
20M86bmO.1GwX6W80X.0.0.L.0.V.-.0.D.i	RG	1	1	0	0
20XW401.140060020.8.9.D.0.-.-.0.L.B	0h	1	0	1	0
20XW401.160060020.8.8.L.0.-.-.0.D.C	0g	1	1	0	0
20Y31.8S400.8.9.D.0.-.-.0.L.B	0N	1	1	0	0
20Y31.8y400.8.8.L.0.-.-.0.D.C	02	1	0	1	0
20Y35.18y400.7.7.L.0.-.-.0.D.E	01	1	0	1	0
20Y35.8y400.7.8.D.0.-.-.0.L.D	0U	1	1	0	0
20Y37.18y400.6.7.D.0.-.-.0.L.F	0V	1	1	0	0
20Y37.38y400.6.6.L.0.-.-.0.D.G	0Q	1	0	1	0
20aQC6.400085ZX.4.5.D.0.-.-.0.L.J	0M	1	0	1	0
20aQC6.4000O5ZX.4.4.L.0.-.-.0.D.K	0O	1	1	0	0
20mBaYQ.70E7m001.1.2.D.0.-.-.0.L.P	0U	1	1	0	0
21.2000000.C.D.D.0.-.-.0.L.3	0a	1	0	1	0
21.3000000.C.C.L.0.-.-.0.D.4	0d	1	1	0	0
210.1000000.C.D.D.0.-.-.0.L.3	0m	1	1	0	0
210.101000000.C.C.L.0.-.-.0.D.4	0d	1	0	1	0
2100.1W.C.C.L.0.-.-.0.D.4	00	1	1	0	0
2100.W.C.D.D.0.-.-.0.L.3	06	1	0	1	0
21000.10000.C.D.D.0.-.-.0.L.3	0Q	1	1	0	0
21000.4G0000.C.C.L.0.-.-.0.D.4	0d	1	0	1	0
21000.G0000.C.D.D.0.-.-.0.L.3	0W	1	1	0	0
21000.W00.C.D.D.0.-.-.0.L.3	0J	1	1	0	0
210000.G00000.C.D.D.0.-.-.0.L.3	03	1	0	1	0
210000.G00008.C.C.L.0.-.-.0.D.4	00	1	1	0	0
210001.G00008.B.C.D.0.-.-.0.L.5	0U	1	0	1	0
210001.H00008.B.B.L.0.-.-.0.D.6	0T	1	1	0	0
21002.De000.B.9.L.G000.-.-.1.D.A	00	1	0	1	0
21003.De000.A.9.D.0.-.-.0.L.B	0M	1	1	0	0
21003.Du000.A.8.L.0.-.-.0.D.C	0W	1	0	1	0
21008.WG0.B.C.D.0.-.-.0.L.5	0J	1	0	1	0
2100G8.400000W.A.C.D.0.-.-.0.L.7	0j	1	0	1	0
2100G8.8400000W.A.B.L.0.-.-.0.D.8	0H	1	1	0	0
2101.1W.B.C.D.0.-.-.0.L.5	04	1	0	1	0
2101.1m.B.B.L.0.-.-.0.D.6	07	1	1	0	0
210W.80004.B.C.D.0.-.-.0.L.5	0X	1	0	1	0
210W.880004.B.B.L.0.-.-.0.D.6	0O	1	1	0	0
210WG04.40040080.9.B.L.0.-.-.0.D.A	08	1	1	0	0
210WG04.400400A0.9.A.L.40.-.-.1.D.C	01	1	1	0	0
210WG04.40080.9.C.D.0.-.-.0.L.9	0i	1	0	1	0
210WG06.1400400A0.8.9.L.0.-.-.0.D.E	08	1	1	0	0
210WG06.400400A0.8.A.D.0.-.-.0.L.D	0m	1	0	1	0
210WG44.40040080.8.B.D.0.-.-.0.L.B	07	1	0	1	0
210WG46.1400400A0.7.9.D.0.-.-.0.L.F	0F	1	0	1	0
210WG46.1400408A0.7.8.L.0.-.-.0.D.G	0E	1	1	0	0
210WG8.8400000W.9.B.D.0.-.-.0.L.9	0b	1	0	1	0
210WG8.8600000W.9.A.L.0.-.-.0.D.A	0h	1	1	0	0
210WK46.1400400A0.6.9.D.800.-.-.1.L.H	00	1	0	1	0
210WK46.1400400A1.6.8.L.0.-.-.0.D.I	03	1	1	0	0
210WK4E.1400400A1.5.8.D.0.-.-.0.L.J	0F	1	0	1	0
210WK4E.1400408A1.5.7.L.0.-.-.0.D.K	0M	1	1	0	0
210WKY0H.GE04E0.5.6.D.0.-.-.0.L.H	0S	1	0	1	0
210WKY0H.GU04E0.5.5.L.0.-.-.0.D.I	01	1	1	0	0
210WKY0J.GU04E0.4.5.D.0.-.-.0.L.J	0F	1	0	1	0
210WKY0J.GU0CE0.4.4.L.0.-.-.0.D.K	0W	1	1	0	0
210WO.800G01W.9.A.D.0.-.-.0.L.9	0O	1	0	1	0
210WO.801G01W.9.9.L.0.-.-.0.D.A	0Q	1	1	0	0
210mK4E.1400400A1.4.8.D.800.-.-.1.L.L	0T	1	0	1	0
210mK4E.1400a00A1.4.7.L.0.-.-.0.D.M	0L	1	1	0	0
210uK4E.1400a00A1.3.7.D.0.-.-.0.L.N	0V	1	0	1	0
210uS4E.1602a00A1.2.5.D.0.-.-.0.L.R	0j	1	0	1	0
210uS4E.1E02a00A1.2.4.L.0.-.-.0.D.S	0g	1	1	0	0
211WmO00.K842C.6.7.D.0.-.-.0.L.F	01	1	0	1	0
211WmO00.K842E.6.6.L.0.-.-.0.D.G	05	1	1	0	0
211WmO0W.K842E.5.6.D.0.-.-.0.L.H	04	1	0	1	0
211WmO0W.K842U.5.5.L.0.-.-.0.D.I	06	1	1	0	0
211WmO1W.K842U.4.5.D.0.-.-.0.L.J	0A	1	0	1	0
211WmO1W.K84IU.4.4.L.0.-.-.0.D.K	0D	1	1	0	0
211WmQ1W.K84IU.3.4.D.0.-.-.0.L.L	00	1	0	1	0
211WmQ1W.K84IV.3.3.L.0.-.-.0.D.M	0K	1	1	0	0
211WqQ1W.K84IV.2.3.D.0.-.-.0.L.N	0P	1	0	1	0
211WqQ1W.M84IV.2.2.L.0.-.-.0.D.O	0R	1	1	0	0
211Y10W.40CC0004.7.8.D.0.-.-.0.L.D	0E	1	0	1	0
211Y10W.40CC0404.7.7.L.0.-.-.0.D.E	0I	1	1	0	0
211Z10W.40CC0404.6.7.D.0.-.-.0.L.F	0P	1	0	1	0
211Z10W.40CE0404.6.6.L.0.-.-.0.D.G	0B	1	1	0	0
211Z1WW.40CE0404.5.6.D.0.-.-.0.L.H	0H	1	0	1	0
211Z1WW.40CE0a04.5.5.L.0.-.-.0.D.I	0A	1	1	0	0
211Z1mW.40CE0404.4.6.D.W00.-.-.1.L.J	0V	1	0	1	0
211Z1mW.40EE0404.4.5.L.0.-.-.0.D.K	0c	1	1	0	0
211eqQ1W.M84IV.1.2.D.0.-.-.0.L.P	08	1	0	1	0
211eqQ1W.M84MV.1.1.L.0.-.-.0.D.Q	0Y	1	1	0	0
2121.1m.A.B.D.0.-.-.0.L.7	0N	1	0	1	0
2121.W01m.A.A.L.0.-.-.0.D.8	0E	1	1	0	0
2131WvmO.4cH0C7.0.3.D.0.h.-.0.L.V	0J	1	0	1	0
2131WvmO.4cJ0C7.0.2.L.0.h.-.0.D.W	3f	1	1	0	0
21405o0J.HSeCE0.3.2.L.W0000.-.-.1.D.Q	0O	1	1	0	0
21405o0J.HUeCE0.3.1.L.10000.-.-.1.D.S	0X	1	1	0	0
21415o0J.HSeCE0.2.2.D.0.-.-.0.L.R	0P	1	0	1	0
214W5Y0J.GSeCE0.3.3.L.G000.-.-.1.D.O	0G	1	1	0	0
214W5o0J.GSeCE0.2.3.D.0.-.-.0.L.P	0U	1	0	1	0
214WKY0J.GU0CE0.3.4.D.0.-.-.0.L.L	0L	1	0	1	0
214WKY0J.GU8CE0.3.3.L.0.-.-.0.D.M	0I	1	1	0	0
214WLY0J.GS8CE0.2.4.D.20000.-.-.1.L.N	0N	1	0	1	0
21800.6W00.B.B.D.0.-.-.0.L.7	0G	1	1	0	0
21800.6m00.B.A.L.0.-.-.0.D.8	07	1	0	1	0
21820.6m00.A.A.D.0.-.-.0.L.9	00	1	1	0	0
21820.6m01.A.9.L.0.-.-.0.D.A	0E	1	0	1	0
21C05o0J.HUeCE0.2.1.D.0.-.-.0.L.T	0J	1	0	1	0
21C05o0J.HUgCE0.2.0.L.0.-.-.0.D.U	0O	1	1	0	0
21C15o0J.HUgCE0.1.0.D.0.-.-.0.L.V	80	1	0	1	0
21C15o0J.HUwC60.1.0.L.0.-.M.0.D.W	0V	1	1	0	0
21C20.6m01.9.9.D.0.-.-.0.L.B	0C	1	1	0	0
21C20.6n01.9.8.L.0.-.-.0.D.C	0D	1	0	1	0
21E15o0J.2HUwC40.0.0.L.0.-.b.0.D.Y	Gh	1	1	0	0
21E15o0J.HUwC60.0.0.D.0.-.M.0.L.X	6j	1	0	1	0
21E20.6n01.8.8.D.0.-.-.0.L.D	01	1	1	0	0
21E20.6n03.8.7.L.0.-.-.0.D.E	06	1	0	1	0
21E30.6n03.7.7.D.0.-.-.0.L.F	02	1	1	0	0
21E30.6n07.7.6.L.0.-.-.0.D.G	0A	1	0	1	0
21E30.6n0F.7.5.L.G0.-.-.1.D.I	0R	1	0	1	0
21EJ0.6n07.6.6.D.0.-.-.0.L.H	03	1	1	0	0
21GmEJ.400G8C1i.3.5.D.0.-.-.0.L.L	0A	1	0	1	0
21GmEJ.400G8CHi.3.4.L.0.-.-.0.D.M	0c	1	1	0	0
21HeqQ1W.M84MV.0.1.D.0.-.-.0.L.R	0f	1	0	1	0
21HeqQ1W.W0M84MV.0.0.L.0.-.-.0.D.S	5M	1	1	0	0
21aQC6.4000O5ZX.3.4.D.0.-.-.0.L.L	0W	1	0	1	0
21aQC6.4040O5ZX.3.3.L.0.-.-.0.D.M	0U	1	1	0	0
221.8a00.B.B.L.0.-.-.0.D.6	0J	1	0	1	0
221.a00.B.C.D.0.-.-.0.L.5	0L	1	1	0	0
2221.8a00.A.B.D.0.-.-.0.L.7	06	1	1	0	0
2221.8a10.A.A.L.0.-.-.0.D.8	0B	1	0	1	0
22Y1.8a10.9.A.D.0.-.-.0.L.9	0F	1	1	0	0
22Y1.8i10.9.9.L.0.-.-.0.D.A	0C	1	0	1	0
23Y1.8i10.8.9.D.0.-.-.0.L.B	0G	1	1	0	0
23Y1.8y10.8.8.L.0.-.-.0.D.C	0A	1	0	1	0
23o1.18y10.7.7.L.0.-.-.0.D.E	0K	1	0	1	0
23o1.8y10.7.8.D.0.-.-.0.L.D	0O	1	1	0	0
2403nC43.18W6noS.2.0.L.80.-.-.1.D.Y	0Q	1	0	1	0
2403nCC3.18W6XoS.1.1.D.200000.-.-.1.L.X	0G	1	1	0	0
2407nC03.10W6nwS.2.0.L.40.-.9.1.D.a	0U	1	0	1	0
2407nC43.18W6noS.1.0.D.0.-.-.0.L.Z	QB	1	1	0	0
2417nC03.10W6nwS.1.0.D.0.-.9.0.L.b	2R	1	1	0	0
24203.GDW000.9.9.D.0.-.-.0.L.B	0X	1	1	0	0
24203.ODW000.9.8.L.0.-.-.0.D.C	0L	1	0	1	0
2473k1.43uy1C.2.1.D.0.-.-.0.L.R	0U	1	1	0	0
2473k1.L3uy18.2.0.D.0.-.Y.0.L.V	3b	1	1	0	0
2521.W01m.9.A.D.0.-.-.0.L.9	0D	1	0	1	0
2521.W21m.9.9.L.0.-.-.0.D.A	0L	1	1	0	0
25E11o0J.40HUwC40.0.0.L.0.c.-.0.D.a	0y	1	1	0	0
25E11o0J.HUwC40.0.1.D.2000000.c.b.1.L.Z	0i	1	0	1	0
25E11oWI.40HUwC40.0.0.D.0.B.-.0.L.b	Yn	1	0	1	0
25E11oWI.HU-C40.0.0.L.0.B.K.0.D.c	27	1	1	0	0
280RAjm.E0cQ400E.0.1.D.40000.X.j.1.L.b	0Y	1	1	0	0
2C203.10ODW000.8.7.L.0.-.-.0.D.E	0E	1	0	1	0
2C203.ODW000.8.8.D.0.-.-.0.L.D	0g	1	1	0	0
2C2W1uCA.S2W1a420.1.4.D.1000000.-.-.1.L.R	0U	1	0	1	0
2C2W1uCA.S2X1a420.1.3.L.0.-.-.0.D.S	0a	1	1	0	0
2C603.10ODW000.7.7.D.0.-.-.0.L.F	07	1	1	0	0
2C603.10ODW020.7.6.L.0.-.-.0.D.G	09	1	0	1	0
2C683.10ODW020.6.6.D.0.-.-.0.L.H	0M	1	1	0	0
2C683.10ODm020.6.5.L.0.-.-.0.D.I	0S	1	0	1	0
2C6B0mO.88G1mX1a.2.3.D.0.-.-.0.L.N	0i	1	0	1	0
2C6B0mO.C8G1mX1a.2.2.L.0.-.-.0.D.O	0U	1	1	0	0
2CM100V.G4JWOEY0.2.1.D.0.-.-.0.L.R	0a	1	1	0	0
2D201uCA.S0XHa420.1.3.L.W0000.-.-.1.D.U	0W	1	1	0	0
2D2W1uCA.S0X1a420.0.4.D.2000000.-.-.1.L.T	0S	1	0	1	0
2D601uCA.S0XHa420.0.3.D.0.-.-.0.L.V	0g	1	0	1	0
