# g1-key	rules	size	reserve	repetition	plies	2-char-actions
g1_s-400vNkoTiBmlWdxedb9FfYAdtJK3rW9Myy5YopNAc	pathagon-rules-v1	7	14	3	65	0i0D030d0l000Y0V0Z0L0E0W0k0X0g0j0c0T0B0O0m09080U0e0f0a0PBo0Q737oaEN5SmKnXHGwCH5ZZ2WS050K0N0QQy0GId0hUE0UT8LD0GJaI10f4-05RzF42w0Z22
g1_s-6ynrlwZv3N0lRymoSaudLIY56yIpx6hHZs7jFAJ0A	pathagon-rules-v1	7	14	3	102	0g0A0R0C0L0B0V0k010U080Z0e0P0G0f0I0j0l0E0J0S0X0T0d0F0H0M0NZNUkHk0DMwFS8VB3KcOvNTHACF05ZqGX0MD_6S7C0aDmZ407IFbL0jBH0lQ2c30aaNK87_EvWd09GZRw0G080N0kO55t0D5D0f8Q0hG00JMw0HTY0Z7EWl0lJj1F0THV0hMr0XZg0LZ00IOR0C
g1_s-8eQB6vX__gGfosSlkQu5DXzLaavYeOLg2W7XqNRqM	pathagon-rules-v1	7	14	3	54	0m0P0C010f0b0i090j0g0e0K0W0A0k0F0D0V0N0c0X020T0B0E0O0Q0ZITOx0V0QQL8G0L2-BZLAZW09NL0a4qM3bdRiWdG8B70UIT7Y0R2A
g1_s-CqdWOV-h9AiZ6zx4K170KYwD05ky-9bL0C21vs2rQ	pathagon-rules-v1	7	14	3	66	0h0F0J090O0j0l0V040U0X0P0L020M0m0R0B0k0a030W0K0C0e0f050bVs063M0eGX0Z58CNH3KB0NRoMP6XXpTLRNZFaF08BL8O0A5e0iN_0O096Y0U0gbuFI06XZ8C0g23
g1_s-Fcx-Ko-hIeBuHqGfUzHMWLAWZJsi_n3rw9NsMmqw8	pathagon-rules-v1	7	14	3	56	020N0L0a0Z0g0b0S0E0M0Z0a0T0U0h0S0i0T0Z0a0S0F08010G04080F000708010c080309050G0V0O0H0A0z00EIDSRq0Z2a0ODQ044m4F0I1A
g1_s-JCW1XXX_NUN13EfKRnEd5G-Iv-AOTgf76OVl4eZN8	pathagon-rules-v1	7	14	3	154	04050603020503010B0C0A090D080G0C0009010F0E070R0F0H0I0J0KLp0I0M0JBu0O430I0r0F39032k025h0Q060P2101Bt0U5q06Ay0UGC0FBV0W0D0VB25aLY0C0-005o1-0C1668MK43010u0F4c1c0139030B0C4e0A031-0B0L2m0A0M900AAR0BAm010902Bd1_0E0U0o2J6A3B1b0F2K0p0A3r0X2K0C08C50BAS0EQ40q001a0o34032K366B07026C08Gn6-08CMLWF30I0VTQ0B0C0F0B3N0I0308CK
g1_s-ex49DXb2n1KwMsfxYMKHNh6KV03eumOi4Jp-lZLEY	pathagon-rules-v1	7	14	3	66	040P0L0a0U030M00020K0Q0T0m0N0h0G0C0f0B0J0X0Y010H0V0E030OOo0AHPDM0S0FRq0TON0H0k1807N7MVSy0G0ccG0DalWubTVNcDafYQbRZzXe0H0MZ_UI0W0QbSZd
g1_s-g6gM4EGii1WWB3kS2UfoljxS4GEoueP6kWgNZuEww	pathagon-rules-v1	7	14	3	64	0F070c0G0N0H0D0Y0g0O0U0E040b0S0h0F050Z0R060j090a0X0A0V0d0P0k0e03KI01Cg1sJUBVXETLIWZc3wEXSKJR0NaSOpbP0jFB8P0kc99B0HC_LH0i0P1UF-3d
g1_s-kjzKdNp0-0M8zl6BZIJLFSnjuctgfu_4-wn60pDlk	pathagon-rules-v1	7	14	3	51	0c0M030W0m0l0d09000E0h0I0Q0L0e0U0C01040O0g0f0G0S0X020K0jLG2107OR6g0ZXj0hTPZJbiPD28PI4UJOREBc3o4qTxCd0Q
g1_s-ma63XO5UuQYC_0oI5-9ktdrVvIeCXFv5hNVrIa6W0	pathagon-rules-v1	7	14	3	76	0a0R000G0k0U0Y0Q050b0j0W040J020E0m080C0g0V0f0O060Z010H0L0e1n13LH2r0dRjFz0T0M0PI50iXL4HMB4yTtcC6-JW0KYVPq0e1D0X4-04HJ0P0c0GWY00Tl0MMr0W0PI60JF90O4Q0M045k
